Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
1,ARI,2020-09-13,40,36,404,9,29,3,0,Sun,1,1,@,SFO,W 24-20,26,40,14,65,224,1,1,2.5,2.5,78.1,2,6,4.76,5.6,5.33,4.98,4.74,8.6,36,180,5,2,404,78,5.18,61,6,1,31:26:00,3:04,9,102,5,53,14,155,29,13,12,4,14,7,50,0,0,,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARI,2020-09-20,38,32,438,11,22,3,0,Sun,2,2,,WAS,W 30-15,26,38,12,68.4,278,1,1,2.6,2.6,88.3,3,8,7.32,7.3,6.78,6.66,6.17,10.7,32,160,5,2,438,73,6,60,5.27,1,33:45:00,3:12,11,97,6,42,17,139,22,8,13,1,17,7,41.2,2,2,100,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARI,2020-09-27,35,27,377,7,28,3,0,Sun,3,3,,DET,L 23-26,23,35,12,65.7,268,2,3,5.7,8.6,72.3,1,2,2.78,7.7,7.44,4.94,4.81,11.7,27,109,4,1,377,63,5.98,62,5.19,3,27:10:00,3:00,7,38,7,46,14,84,28,10,16,2,10,4,40,1,1,100,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,ARI,2020-10-04,31,23,262,5,21,3,0,Sun,4,4,@,CAR,L 21-31,24,31,7,77.4,133,3,0,9.7,0,116.7,1,0,3.13,4.3,4.16,6.23,6.03,5.5,23,129,5.6,0,262,55,4.76,72,6.17,1,22:52,3:02,5,29,10,72,15,101,21,6,11,4,9,3,33.3,0,0,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ARI,2020-10-11,37,30,496,10,28,4,0,Sun,5,5,@,NYJ,W 30-10,27,37,10,73,369,1,1,2.7,2.7,103.4,1,11,2.63,10,9.71,9.3,9.05,13.7,30,127,4.2,3,496,68,7.29,64,4.45,1,32:15:00,3:12,10,59,6,30,16,89,28,9,17,2,12,5,41.7,1,1,100,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,ARI,2020-10-19,24,35,438,7,22,5,0,Mon,6,6,@,DAL,W 38-10,9,24,15,37.5,177,2,0,8.3,0,93.7,1,11,4,7.4,7.08,9.04,8.68,19.7,35,261,7.5,3,438,60,7.3,84,4.1,0,26:23:00,3:06,7,43,6,36,13,79,22,13,7,2,13,7,53.8,1,1,100,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,ARI,2020-10-25,48,33,519,6,31,4,0,Sun,7,7,,SEA,W 37-34 (OT),34,48,14,70.8,360,3,1,6.3,2.1,104.5,0,0,0,7.5,7.5,7.81,7.81,10.6,33,159,4.8,1,519,81,6.41,82,6.98,2,30:13:00,3:52,6,40,8,78,14,118,31,11,17,3,12,5,41.7,2,1,50,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ARI,2020-11-08,26,37,442,7,26,4,0,Sun,8,9,,MIA,L 31-34,21,26,5,80.8,264,3,0,11.5,0,150.5,1,19,3.7,10.2,9.78,12.46,12,12.6,37,178,4.8,1,442,64,6.91,56,5.57,1,31:03:00,3:09,7,71,7,75,14,146,26,6,17,3,12,5,41.7,3,2,66.7,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,ARI,2020-11-15,32,35,453,7,26,3,0,Sun,9,10,,BUF,W 32-30,22,32,10,68.8,236,1,1,3.1,3.1,88.7,3,9,8.57,7.4,6.74,6.59,6.03,10.7,35,217,6.2,2,453,70,6.47,68,5.43,2,29:40:00,3:25,7,40,9,69,16,109,26,14,11,1,13,5,38.5,1,1,100,3,2,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
10,ARI,2020-11-19,42,18,314,10,24,3,0,Thu,10,11,@,SEA,L 21-28,29,42,13,69,257,2,0,4.8,0,102.2,3,12,6.67,6.1,5.71,7.07,6.6,8.9,18,57,3.2,1,314,63,4.98,62,5.6,0,24:53:00,3:12,10,115,8,79,18,194,24,5,17,2,11,6,54.5,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,ARI,2020-11-29,34,34,298,6,23,2,0,Sun,11,12,@,NWE,L 17-20,23,34,11,67.6,160,0,1,0,2.9,67,2,10,5.56,4.7,4.44,3.38,3.19,7,34,138,4.1,2,298,70,4.26,51,3.51,1,34:08:00,3:04,6,50,6,42,12,92,23,9,12,2,14,6,42.9,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ARI,2020-12-06,39,21,232,5,18,4,0,Sun,12,13,,LAR,L 28-38,21,39,18,53.8,140,3,1,7.7,2.6,80.4,2,33,4.88,3.6,3.41,3.97,3.78,6.7,21,92,4.4,1,232,62,3.74,79,5.86,2,21:07,3:13,5,21,6,75,11,96,18,5,11,2,12,4,33.3,2,2,100,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,ARI,2020-12-13,35,43,390,4,22,2,0,Sun,13,14,@,NYG,W 26-7,24,35,11,68.6,231,1,0,2.9,0,97.8,1,13,2.78,6.6,6.42,7.17,6.97,9.6,43,159,3.7,1,390,79,4.94,49,3.24,0,37:53:00,3:07,4,22,2,10,6,32,22,10,12,0,18,7,38.9,2,1,50,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
14,ARI,2020-12-20,37,30,526,9,26,4,0,Sun,14,15,,PHI,W 33-26,28,37,9,75.7,423,3,1,8.1,2.7,129.6,1,9,2.63,11.4,11.13,11.84,11.53,15.1,30,103,3.4,1,526,68,7.74,79,5.34,3,27:47:00,3:27,9,83,9,69,18,152,26,4,19,3,10,3,30,2,1,50,4,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15,ARI,2020-12-26,50,27,350,4,20,1,0,Sat,15,16,,SFO,L 12-20,31,50,19,62,230,0,1,0,2,66,3,17,5.66,4.6,4.34,3.7,3.49,7.4,27,120,4.4,1,350,80,4.38,55,7.24,2,32:16:00,2:58,4,20,4,27,8,47,20,9,9,2,16,4,25,6,4,66.7,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
16,ARI,2021-01-03,27,18,214,6,15,1,0,Sun,16,17,@,LAR,L 7-18,19,27,8,70.4,166,1,1,3.7,3.7,87.3,4,26,12.9,6.1,5.35,5.22,4.55,8.7,18,48,2.7,0,214,49,4.37,70,4.76,1,22:09,2:52,6,38,5,38,11,76,15,4,10,1,9,2,22.2,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
