Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
1,ARI,2006-12-31,32,22,444,9,19,2,0,Sun,16,17,@,SDG,L 20-27,22,32,10,68.8,346,1,0,3.1,0,116.1,1,10,3.03,10.8,10.48,11.44,11.09,15.7,22,98,4.5,1,444,55,8.07,62,6.24,1,26:28:00,2:50,9,93,1,15,10,108,19,6,13,0,11,5,45.5,0,0,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,ARI,2006-12-24,26,41,372,5,21,2,0,Sun,15,16,@,SFO,W 26-20,18,26,8,69.2,249,1,0,3.8,0,115.4,2,18,7.14,9.6,8.89,10.35,9.61,13.8,41,123,3,1,372,69,5.39,45,4.96,1,37:40:00,3:01,5,45,3,35,8,80,21,7,13,1,16,8,50,1,1,100,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARI,2006-12-17,35,20,295,6,17,2,0,Sun,14,15,,DEN,L 20-37,20,35,15,57.1,195,0,2,0,5.7,51.4,3,19,7.89,5.6,5.13,3,2.76,9.8,20,100,5,1,295,58,5.09,70,5.17,2,26:08:00,3:06,6,52,1,5,7,57,17,6,10,1,12,4,33.3,1,1,100,2,2,2,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0
4,ARI,2006-12-10,34,33,345,9,20,3,0,Sun,13,14,,SEA,W 27-21,21,34,13,61.8,232,2,1,5.9,2.9,89.3,0,0,0,6.8,6.82,6.68,6.68,11,33,113,3.4,1,345,67,5.15,60,5.8,1,34:39:00,3:02,9,77,6,40,15,117,20,8,11,1,13,6,46.2,0,0,,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ARI,2006-12-03,24,37,316,11,24,4,0,Sun,12,13,@,STL,W 34-20,15,24,9,62.5,179,1,0,4.2,0,100.3,1,7,4,7.5,7.16,8.29,7.96,11.9,37,137,3.7,3,316,62,5.1,72,5.47,0,31:41:00,3:06,11,107,10,126,21,233,24,8,10,6,13,7,53.8,1,0,0,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ARI,2006-11-26,51,6,412,8,22,3,1,Sun,11,12,@,MIN,L 26-31,31,51,20,60.8,395,1,2,2,3.9,76,1,10,1.92,7.7,7.6,6.37,6.25,12.7,6,17,2.8,0,412,58,7.1,76,5.42,5,23:28,3:20,8,64,8,63,16,127,22,1,19,2,9,2,22.2,3,2,66.7,3,2,2,3,2,1,0,0,1,0,0,1,0,2,0,0,0,0
7,ARI,2006-11-19,29,29,338,4,20,2,0,Sun,10,11,,DET,W 17-10,19,29,10,65.5,228,1,0,3.4,0,101.7,1,5,3.33,7.9,7.6,8.55,8.27,12,29,110,3.8,1,338,59,5.73,62,4.53,0,30:43:00,2:49,4,34,4,28,8,62,20,7,11,2,12,5,41.7,0,0,,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ARI,2006-11-12,38,21,295,5,17,1,0,Sun,9,10,,DAL,L 10-27,20,38,18,52.6,209,0,2,0,5.3,47.7,1,7,2.56,5.5,5.36,3.13,3.05,10.5,21,86,4.1,1,295,60,4.92,63,6.89,3,27:45:00,2:58,5,35,8,69,13,104,17,5,10,2,15,7,46.7,3,2,66.7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,ARI,2006-10-29,35,25,218,9,20,2,0,Sun,8,8,@,GNB,L 14-31,14,35,21,40,132,1,1,2.9,2.9,51.7,4,25,10.26,3.8,3.38,3.06,2.74,9.4,25,86,3.4,1,218,64,3.41,64,5.98,1,26:21:00,3:03,9,68,10,65,19,133,20,7,11,2,14,6,42.9,2,1,50,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,ARI,2006-10-22,32,20,224,4,9,0,0,Sun,7,7,@,OAK,L 9-22,13,32,19,40.6,174,0,2,0,6.3,36.3,3,29,8.57,5.4,4.97,2.63,2.4,13.4,20,50,2.5,0,224,55,4.07,77,5.13,2,22:59,3:12,4,25,8,70,12,95,9,1,8,0,11,1,9.1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
