Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
1,ARI,2003-12-28,33,19,219,1,15,2,0,Sun,16,17,,MIN,W 18-17,20,33,13,60.6,155,2,1,6.1,3,88.4,8,69,19.51,4.7,3.78,4.55,3.66,7.8,19,64,3.4,0,219,60,3.65,62,5.52,1,28:31:00,3:02,1,5,7,71,8,76,15,1,11,3,14,3,21.4,3,3,100,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2,ARI,2003-12-21,40,26,299,6,17,1,0,Sun,15,16,@,SEA,L 10-28,25,40,15,62.5,220,1,0,2.5,0,91,8,54,16.67,5.5,4.58,6,5,8.8,26,79,3,0,299,74,4.04,59,5.76,1,33:14:00,3:03,6,30,3,30,9,60,17,1,15,1,18,6,33.3,3,1,33.3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARI,2003-12-14,25,39,317,5,23,2,0,Sun,14,15,,CAR,L 17-20,14,25,11,56,146,0,1,0,4,60.7,5,26,16.67,5.8,4.87,4.04,3.37,10.4,39,171,4.4,2,317,69,4.59,51,5.84,2,37:54:00,3:05,5,50,4,35,9,85,23,13,9,1,15,8,53.3,0,0,,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,ARI,2003-12-07,40,22,210,1,18,2,0,Sun,13,14,@,SFO,L 14-50,19,40,21,47.5,151,2,1,5,2.5,66.6,3,28,6.98,3.8,3.51,3.65,3.4,7.9,22,59,2.7,0,210,65,3.23,66,7.52,2,27:57:00,2:59,1,13,5,54,6,67,18,4,10,4,14,3,21.4,3,2,66.7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ARI,2003-11-30,32,18,197,3,9,0,0,Sun,12,13,@,CHI,L 3-28,20,32,12,62.5,151,0,2,0,6.3,49.3,1,12,3.03,4.7,4.58,1.91,1.85,7.6,18,46,2.6,0,197,51,3.86,76,5.55,3,24:38:00,2:54,3,15,4,25,7,40,9,2,7,0,13,4,30.8,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ARI,2003-11-23,28,30,358,8,15,3,0,Sun,11,12,,STL,L 27-30 (OT),15,28,13,53.6,192,2,2,7.1,7.1,69.3,0,0,0,6.9,6.86,5.07,5.07,12.8,30,166,5.5,0,358,58,6.17,74,5.61,2,31:13:00,3:14,8,60,3,25,11,85,15,7,8,0,14,7,50,2,0,0,3,3,3,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0
7,ARI,2003-11-16,32,13,187,9,10,0,0,Sun,10,11,@,CLE,L 6-44,13,32,19,40.6,146,0,3,0,9.4,16.7,1,6,3.03,4.6,4.42,0.34,0.33,11.2,13,41,3.2,0,187,46,4.07,68,7.07,4,20:27,3:03,9,55,7,64,16,119,10,4,5,1,10,3,30,0,0,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ARI,2003-11-09,43,28,379,8,19,2,0,Sun,9,10,@,PIT,L 15-28,23,43,20,53.5,283,2,0,4.7,0,91.9,5,24,10.42,6.6,5.9,7.51,6.73,12.3,28,96,3.4,0,379,76,4.99,52,4.73,1,33:44:00,3:14,8,81,6,69,14,150,19,4,13,2,16,3,18.8,5,2,40,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
9,ARI,2003-11-02,28,37,304,8,20,2,0,Sun,8,9,,CIN,W 17-14,18,28,10,64.3,143,2,0,7.1,0,104.2,2,23,6.67,5.1,4.77,6.54,6.1,7.9,37,161,4.4,0,304,67,4.54,58,4.53,1,34:52:00,3:09,8,57,5,43,13,100,20,8,10,2,16,8,50,0,0,,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,ARI,2003-10-26,25,44,314,6,18,1,0,Sun,7,8,,SFO,W 16-13 (OT),14,25,11,56,93,0,1,0,4,48.2,1,4,3.85,3.7,3.58,1.92,1.85,6.6,44,221,5,1,314,70,4.49,57,4.47,1,37:56:00,3:05,6,55,6,36,12,91,18,11,5,2,15,6,40,0,0,,1,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
11,ARI,2003-10-12,36,20,320,5,16,2,0,Sun,6,6,,BAL,L 18-26,22,36,14,61.1,230,2,3,5.6,8.3,65.4,2,17,5.26,6.4,6.05,3.75,3.55,10.5,20,90,4.5,0,320,58,5.52,57,5,3,27:18:00,2:52,5,35,6,55,11,90,16,6,9,1,11,2,18.2,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
12,ARI,2003-10-05,28,18,151,5,9,1,0,Sun,5,5,@,DAL,L 7-24,14,28,14,50,119,1,2,3.6,7.1,43.9,3,2,9.68,4.3,3.84,1.75,1.58,8.5,18,32,1.8,0,151,49,3.08,68,5.37,2,23:32,2:53,5,36,7,64,12,100,9,1,5,3,12,3,25,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
