Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
1,ARI,2012-12-30,34,17,262,5,11,1,0,Sun,16,17,@,SFO,L 13-27,19,34,15,55.9,207,1,1,2.9,2.9,73.8,2,18,5.56,6.1,5.75,5.35,5.06,10.9,17,55,3.2,0,262,53,4.94,67,6.07,2,23:57,2:50,5,34,3,25,8,59,11,3,8,0,12,3,25,1,1,100,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARI,2012-12-23,49,19,248,4,15,1,0,Sun,15,16,,CHI,L 13-28,28,49,21,57.1,219,0,2,0,4.1,53.6,4,27,7.55,4.5,4.13,2.63,2.43,7.8,19,29,1.5,0,248,72,3.44,60,4.95,3,31:55:00,3:04,4,25,2,12,6,37,15,0,14,1,15,3,20,2,1,50,1,1,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,1
3,ARI,2012-12-16,21,29,196,6,12,5,0,Sun,14,15,,DET,W 38-10,14,21,7,66.7,97,0,1,0,4.8,58.4,1,7,4.55,4.6,4.41,2.48,2.36,6.9,29,99,3.4,3,196,51,3.84,74,4.22,1,28:46:00,3:12,6,50,7,63,13,113,12,6,4,2,12,2,16.7,0,0,,5,5,5,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0
4,ARI,2012-12-09,39,16,154,9,10,0,0,Sun,13,14,@,SEA,L 0-58,19,39,20,48.7,111,0,4,0,10.3,17.3,3,22,7.14,2.8,2.64,-1.77,-1.64,5.8,16,43,2.7,0,154,58,2.66,65,7.58,8,25:33:00,3:08,9,79,10,97,19,176,10,2,6,2,14,4,28.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,ARI,2012-12-02,31,21,137,4,5,0,0,Sun,12,13,@,NYJ,L 6-7,10,31,21,32.3,56,0,1,0,3.2,28,2,16,6.06,1.8,1.7,0.35,0.33,5.6,21,81,3.9,0,137,54,2.54,74,3.91,1,21:52,2:58,4,30,3,20,7,50,5,2,2,1,15,0,0,2,1,50,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ARI,2012-11-25,52,23,375,7,24,2,0,Sun,11,12,,STL,L 17-31,31,52,21,59.6,301,0,4,0,7.7,44.7,2,11,3.7,5.8,5.57,2.33,2.24,9.7,23,74,3.2,2,375,77,4.87,54,6.8,4,31:51:00,3:08,7,56,10,84,17,140,24,6,16,2,13,4,30.8,2,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
7,ARI,2012-11-18,27,26,178,5,7,1,0,Sun,10,11,@,ATL,L 19-23,11,27,16,40.7,41,0,0,0,0,48.5,3,29,10,1.5,1.37,1.52,1.37,3.7,26,137,5.3,1,178,56,3.18,71,4.99,1,27:19:00,3:12,5,43,5,35,10,78,7,4,3,0,16,2,12.5,1,0,0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
8,ARI,2012-11-04,46,18,340,8,16,2,0,Sun,9,9,@,GNB,L 17-31,23,46,23,50,286,1,1,2.2,2.2,69.7,2,20,4.17,6.2,5.96,5.67,5.44,12.4,18,54,3,1,340,66,5.15,70,5.49,2,26:30:00,3:14,8,57,1,5,9,62,16,3,13,0,15,4,26.7,2,1,50,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,ARI,2012-10-29,52,9,265,7,16,0,0,Mon,8,8,,SFO,L 3-24,32,52,20,61.5,258,0,1,0,1.9,68.6,4,32,7.14,5,4.61,4.1,3.8,8.1,9,7,0.8,0,265,65,4.08,52,6.1,1,28:44:00,2:52,7,51,10,80,17,131,16,0,15,1,14,2,14.3,4,2,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,ARI,2012-10-21,36,26,356,9,21,2,0,Sun,7,7,@,MIN,L 14-21,25,36,11,69.4,230,1,1,2.8,2.8,88,7,32,16.28,6.4,5.35,5.69,4.77,9.2,26,126,4.8,1,356,69,5.16,47,4.45,2,35:05:00,2:56,9,82,7,35,16,117,21,5,15,1,14,5,35.7,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,ARI,2012-10-14,36,30,332,7,20,1,0,Sun,6,6,,BUF,L 16-19 (OT),16,36,20,44.4,150,1,2,2.8,5.6,45.3,5,23,12.2,4.2,3.66,2.22,1.95,9.4,30,182,6.1,0,332,71,4.68,68,4.5,2,32:28:00,3:23,7,67,5,39,12,106,20,10,9,1,16,5,31.3,2,2,100,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
