Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
11,ATL,1991-10-27,24,35,399,11,16,4,0,Sun,8,9,,RAM,W 31-14,19,24,5,79.2,278,3,0,12.5,0,155.2,1,4,4,11.6,11.12,14.08,13.52,14.6,35,121,3.5,1,399,60,6.65,48,4.35,1,40:01:00,,11,125,6,48,17,173,16,,,,12,5,41.7,0,0,,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ATL,1991-10-20,35,18,318,4,15,1,0,Sun,7,8,@,PHO,L 10-16,13,35,22,37.1,211,1,4,2.9,11.4,29.2,2,9,5.41,6,5.7,1.46,1.38,16.2,18,107,5.9,0,318,55,5.78,67,3.97,5,22:11,,4,30,7,45,11,75,15,,,,9,2,22.2,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,ATL,1991-10-13,28,27,368,7,19,4,1,Sun,6,7,@,SFO,W 39-34,16,28,12,57.1,208,3,0,10.7,0,116.4,0,0,0,7.4,7.43,9.57,9.57,13,27,160,5.9,0,368,55,6.69,64,6.83,0,28:15:00,,7,62,5,35,12,97,19,,,,11,5,45.5,0,0,,4,3,3,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0
14,ATL,1991-09-29,30,14,162,9,8,1,0,Sun,5,5,,NOR,L 6-27,14,30,16,46.7,129,0,0,0,0,63.6,5,34,14.29,4.3,3.69,4.3,3.69,9.2,14,33,2.4,0,162,49,3.31,67,5.48,2,21:51,,9,59,7,44,16,103,8,,,,13,3,23.1,0,0,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15,ATL,1991-09-22,31,26,320,9,16,3,0,Sun,4,4,,RAI,W 21-17,17,31,14,54.8,240,2,3,6.5,9.7,62.2,1,2,3.13,7.7,7.5,4.68,4.53,14.1,26,80,3.1,0,320,58,5.52,61,2.61,4,29:25:00,,9,74,9,82,18,156,16,,,,12,5,41.7,0,0,,3,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16,ATL,1991-09-15,33,27,317,4,18,1,0,Sun,3,3,@,SDG,W 13-10,16,33,17,48.5,195,1,1,3,3,65,1,3,2.94,5.9,5.74,5.15,5,12.2,27,122,4.5,0,317,61,5.2,50,6.26,1,32:27:00,,4,18,4,30,8,48,18,,,,14,6,42.9,0,0,,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17,ATL,1991-09-08,41,27,439,8,23,2,0,Sun,2,2,,MIN,L 19-20,27,41,14,65.9,280,2,1,4.9,2.4,93.5,2,20,4.65,6.8,6.51,6.71,6.4,10.4,27,159,5.9,0,439,70,6.27,48,6.04,2,34:19:00,,8,86,1,10,9,96,23,,,,11,5,45.5,2,1,50,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,ATL,1991-09-01,21,29,243,9,13,0,0,Sun,1,1,@,KAN,L 3-14,9,21,12,42.9,102,0,4,0,19,20,1,8,4.55,4.9,4.64,-3.71,-3.55,11.3,29,141,4.9,0,243,51,4.76,59,4.93,6,27:28:00,,9,70,6,52,15,122,13,,,,9,3,33.3,1,1,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,BUF,1992-01-26,59,18,283,6,25,3,0,Sun,3,21,N,WAS,L 24-37,29,59,30,49.2,240,2,4,3.4,6.8,46.3,5,46,7.81,4.1,3.75,1.69,1.56,8.3,18,43,2.4,1,283,82,3.45,73,5.71,5,26:17:00,,6,50,5,82,11,132,25,,,,,,,,,,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,BUF,1992-01-12,25,35,213,6,12,1,0,Sun,2,20,,DEN,W 10-7,13,25,12,52,109,0,2,0,8,31.6,1,8,3.85,4.4,4.19,0.76,0.73,8.4,35,104,3,0,213,61,3.49,69,4.41,2,,,6,35,4,20,10,55,12,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
21,BUF,1992-01-05,35,46,448,6,29,4,0,Sun,1,19,,KAN,W 37-14,23,35,12,65.7,268,3,3,8.6,8.6,82.2,1,5,2.78,7.7,7.44,5.51,5.36,11.7,46,180,3.9,1,448,82,5.46,54,3.94,3,,,6,40,10,59,16,99,29,,,,,,,,,,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
22,BUF,1991-12-22,25,33,275,11,14,2,0,Sun,16,17,,DET,L 14-17 (OT),15,25,10,60,124,2,1,8,4,89.7,4,42,13.79,5,4.28,4.76,4.1,8.3,33,151,4.6,0,275,62,4.44,68,5.24,1,32:23:00,,11,70,6,50,17,120,14,,,,12,3,25,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,BUF,1991-12-15,17,37,315,3,22,5,0,Sun,15,16,@,IND,W 35-7,13,17,4,76.5,159,4,0,23.5,0,146.1,1,7,5.56,9.4,8.83,14.06,13.28,12.2,37,156,4.2,1,315,55,5.73,62,5.29,0,26:23:00,,3,42,8,47,11,89,22,,,,7,2,28.6,1,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,BUF,1991-12-08,52,21,409,10,25,4,1,Sun,14,15,@,RAI,W 30-27 (OT),33,52,19,63.5,330,2,1,3.8,1.9,87.6,3,17,5.45,6.3,6,6.25,5.91,10,21,79,3.8,1,409,76,5.38,67,5.76,1,26:27:00,,10,57,5,50,15,107,25,,,,15,6,40,2,1,50,4,4,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
25,BUF,1991-12-01,39,31,394,11,24,3,0,Sun,13,14,,NYJ,W 24-13,22,39,17,56.4,242,2,2,5.1,5.1,70.7,1,0,2.5,6.2,6.05,4.92,4.8,11,31,152,4.9,1,394,71,5.55,67,4.37,4,24:32:00,,11,76,7,56,18,132,24,,,,11,5,45.5,1,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,BUF,1991-11-24,44,29,308,1,20,1,0,Sun,12,13,@,NWE,L 13-16,26,44,18,59.1,168,1,4,2.3,9.1,40.3,4,36,8.33,3.8,3.5,0.18,0.17,6.5,29,140,4.8,0,308,77,4,76,4.11,5,25:43:00,,1,6,3,17,4,23,20,,,,15,6,40,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
27,BUF,1991-11-18,28,50,433,8,27,5,0,Mon,11,12,@,MIA,W 41-27,20,28,8,71.4,171,3,0,10.7,0,124.9,2,14,6.67,6.1,5.7,8.25,7.7,8.6,50,262,5.2,1,433,80,5.41,60,6.53,0,35:23:00,,8,62,2,25,10,87,27,,,,16,9,56.3,0,0,,5,5,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0
28,BUF,1991-11-10,36,37,370,8,27,4,0,Sun,10,11,@,GNB,W 34-24,17,36,19,47.2,223,2,0,5.6,0,86.8,2,9,5.26,6.2,5.87,7.31,6.92,13.1,37,147,4,2,370,75,4.93,64,5.95,0,28:22:00,,8,55,6,78,14,133,27,,,,16,9,56.3,0,0,,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BUF,1991-11-03,28,41,388,7,20,2,0,Sun,9,10,,NWE,W 22-17,14,28,14,50,235,1,2,3.6,7.1,61.2,1,2,3.45,8.4,8.1,5.89,5.69,16.8,41,153,3.7,1,388,70,5.54,64,4.14,4,29:34:00,,7,56,8,56,15,112,20,,,,14,6,42.9,1,0,0,2,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
30,BUF,1991-10-21,27,27,487,7,19,5,0,Mon,8,8,,CIN,W 35-16,18,27,9,66.7,392,5,3,18.5,11.1,109.7,0,0,0,14.5,14.52,13.22,13.22,21.8,27,95,3.5,0,487,54,9.02,73,5.63,3,22:37,,7,56,12,105,19,161,19,,,,11,8,72.7,0,0,,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,Passing,,,,,,,,,,,,,,,,,,Rushing,,,,Tot. Off.,,,,,,,,Penalties,,,,,,First Downs,,,,Downs,,,,,,,PAT,,FG,,,,,,,,,,,,,,
Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
31,BUF,1991-10-13,12,38,396,8,23,6,0,Sun,7,7,,IND,W 42-6,9,12,3,75,120,2,1,16.7,8.3,111.1,0,0,0,10,10,9.58,9.58,13.3,38,276,7.3,4,396,50,7.92,67,3.58,2,25:11:00,,8,56,10,93,18,149,23,,,,7,6,85.7,0,0,,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,BUF,1991-10-07,23,14,211,7,11,0,0,Mon,6,6,@,KAN,L 6-33,17,23,6,73.9,146,0,0,0,0,97.9,6,43,20.69,6.3,5.03,6.35,5.03,8.6,14,65,4.6,0,211,43,4.91,77,5.05,5,15:54,,7,65,3,25,10,90,11,,,,7,2,28.6,0,0,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
33,BUF,1991-09-29,29,34,422,7,22,5,0,Sun,5,5,,CHI,W 35-20,19,29,10,65.5,280,3,0,10.3,0,134.7,3,23,9.38,9.7,8.75,11.72,10.63,14.7,34,142,4.2,2,422,66,6.39,70,5.04,1,25:13:00,,7,43,12,89,19,132,22,,,,14,4,28.6,2,2,100,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,BUF,1991-09-22,35,25,421,6,19,2,0,Sun,4,4,@,TAM,W 17-10,20,35,15,57.1,301,1,1,2.9,2.9,85.7,2,21,5.41,8.6,8.14,7.89,7.46,15.1,25,120,4.8,1,421,62,6.79,81,3.74,2,20:48,,6,50,5,45,11,95,19,,,,11,4,36.4,2,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,BUF,1991-09-15,37,15,304,6,22,2,0,Sun,3,3,@,NYJ,W 23-20,27,37,10,73,240,2,1,5.4,2.7,100.6,4,35,9.76,6.5,5.85,6.35,5.73,8.9,15,64,4.3,0,304,56,5.43,76,5.11,2,19:25,,6,60,8,104,14,164,22,,,,9,2,22.2,1,1,100,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
36,BUF,1991-09-08,43,40,537,5,31,7,0,Sun,2,2,,PIT,W 52-34,31,43,12,72.1,343,6,2,14,4.7,117.5,2,20,4.44,8,7.62,8.67,8.29,11.1,40,194,4.9,0,537,85,6.32,54,4.91,3,33:06:00,,5,53,9,63,14,116,31,,,,15,9,60,0,0,,7,7,7,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0
37,BUF,1991-09-01,41,33,582,8,33,5,0,Sun,1,1,,MIA,W 35-31,31,41,10,75.6,397,3,1,7.3,2.4,119.7,0,0,0,9.7,9.68,10.05,10.05,12.8,33,185,5.6,2,582,74,7.86,60,6.6,2,29:00:00,,8,58,6,35,14,93,33,,,,11,9,81.8,0,0,,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,CHI,1991-12-29,45,34,372,4,26,1,0,Sun,1,18,,DAL,L 13-17,23,45,22,51.1,222,1,2,2.2,4.4,55.1,3,11,6.25,4.9,4.63,3.38,3.17,9.7,34,150,4.4,0,372,82,4.54,48,6,3,37:29:00,,4,16,2,16,6,32,26,,,,17,10,58.8,3,1,33.3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,CHI,1991-12-23,35,24,404,6,21,2,0,Mon,16,17,@,SFO,L 14-52,23,35,12,65.7,309,2,1,5.7,2.9,101.7,2,8,5.41,8.8,8.35,8.69,8.22,13.4,24,95,4,0,404,61,6.62,61,7.97,3,31:30:00,,6,70,8,62,14,132,21,,,,12,4,33.3,2,1,50,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,CHI,1991-12-14,14,49,254,3,23,4,0,Sat,15,16,,TAM,W 27-0,7,14,7,50,72,0,0,0,0,73.2,3,27,17.65,5.1,4.24,5.14,4.24,10.3,49,182,3.7,4,254,66,3.85,39,2.72,0,40:08:00,,3,31,6,45,9,76,23,,,,15,9,60,2,1,50,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,CHI,1991-12-08,25,24,296,6,22,4,0,Sun,14,15,,GNB,W 27-13,16,25,9,64,195,2,1,8,4,100.2,2,14,7.41,7.8,7.22,7.6,7.04,12.2,24,101,4.2,2,296,51,5.8,64,4.08,2,28:23:00,,6,64,9,87,15,151,22,,,,8,4,50,1,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,CHI,1991-11-28,48,21,319,0,18,0,0,Thu,13,14,@,DET,L 6-16,27,48,21,56.3,231,0,4,0,8.3,35.4,1,13,2.04,4.8,4.71,1.06,1.04,8.6,21,88,4.2,0,319,70,4.56,53,3.92,6,33:50:00,,0,0,5,39,5,39,18,,,,15,6,40,2,1,50,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
43,CHI,1991-11-24,40,36,328,3,23,1,0,Sun,12,13,,MIA,L 13-16 (OT),25,40,15,62.5,204,0,0,0,0,76,1,6,2.44,5.1,4.98,5.1,4.98,8.2,36,124,3.4,1,328,77,4.26,59,4.66,1,35:31:00,,3,32,2,15,5,47,23,,,,19,10,52.6,1,1,100,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CHI,1991-11-17,32,32,448,5,25,4,0,Sun,11,12,@,IND,W 31-17,18,32,14,56.3,273,2,1,6.3,3.1,94.1,3,14,8.57,8.5,7.8,8.38,7.66,15.2,32,175,5.5,2,448,67,6.69,57,4.4,2,36:31:00,,5,42,6,65,11,107,25,,,,12,7,58.3,0,0,,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,CHI,1991-11-11,27,43,358,6,28,4,0,Mon,10,11,@,MIN,W 34-17,18,27,9,66.7,180,1,1,3.7,3.7,82.3,0,0,0,6.7,6.67,5.74,5.74,10,43,178,4.1,2,358,70,5.11,52,4.9,2,38:20:00,,6,50,4,55,10,105,28,,,,13,7,53.8,1,1,100,4,4,4,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0
46,CHI,1991-11-03,31,33,291,2,16,2,0,Sun,9,10,,DET,W 20-10,17,31,14,54.8,187,2,0,6.5,0,96.8,3,18,8.82,6,5.5,7.32,6.68,11,33,104,3.2,0,291,67,4.34,62,4.44,1,35:34:00,,2,15,2,31,4,46,16,,,,18,8,44.4,1,0,0,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
47,CHI,1991-10-27,22,31,178,5,11,2,0,Sun,8,9,@,NOR,W 20-17,5,22,17,22.7,36,1,2,4.5,9.1,16.9,3,25,12,1.6,1.44,-1.55,-1.36,7.2,31,142,4.6,1,178,56,3.18,65,4.82,2,27:20:00,,5,36,3,50,8,86,11,,,,14,3,21.4,0,0,,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
48,CHI,1991-10-17,29,41,298,4,18,1,0,Thu,7,8,@,GNB,W 10-0,18,29,11,62.1,137,1,1,3.4,3.4,71.3,2,5,6.45,4.7,4.42,3.86,3.61,7.6,41,161,3.9,0,298,72,4.14,47,3,2,39:27:00,,4,30,5,35,9,65,18,,,,19,10,52.6,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,CHI,1991-10-06,41,28,319,6,19,1,0,Sun,6,6,,WAS,L 7-20,17,41,24,41.5,199,0,3,0,7.3,27.1,1,7,2.38,4.9,4.74,1.56,1.52,11.7,28,120,4.3,1,319,70,4.56,57,4.26,3,32:23:00,,6,32,9,60,15,92,19,,,,14,5,35.7,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,CHI,1991-09-29,42,28,353,12,20,2,0,Sun,5,5,@,BUF,L 20-35,22,42,20,52.4,269,0,1,0,2.4,62.5,0,0,0,6.4,6.4,5.33,5.33,12.2,28,84,3,2,353,70,5.04,66,6.39,1,34:47:00,,12,89,7,43,19,132,20,,,,14,3,21.4,1,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
51,CHI,1991-09-23,42,31,393,9,26,2,0,Mon,4,4,,NYJ,W 19-13 (OT),28,42,14,66.7,289,1,0,2.4,0,95.6,2,14,4.55,6.9,6.57,7.36,7.02,10.3,31,104,3.4,1,393,75,5.24,71,4.87,1,38:15:00,,9,67,8,105,17,172,26,,,,14,4,28.6,3,2,66.7,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52,CHI,1991-09-15,25,17,307,4,10,2,0,Sun,3,3,,NYG,W 20-17,15,25,10,60,206,1,1,4,4,85.6,2,15,7.41,8.2,7.63,7.24,6.7,13.7,17,101,5.9,1,307,44,6.98,70,4.81,3,22:51,,4,30,4,25,8,55,10,,,,11,4,36.4,0,0,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
53,CHI,1991-09-08,20,31,247,7,20,3,0,Sun,2,2,@,TAM,W 21-20,13,20,7,65,147,2,1,10,5,100.6,1,6,4.76,7.4,7,7.1,6.76,11.3,31,100,3.2,1,247,52,4.75,61,4.21,4,28:59:00,,7,59,11,131,18,190,20,,,,10,6,60,0,0,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,CHI,1991-09-01,24,33,276,2,17,1,0,Sun,1,1,,MIN,W 10-6,17,24,7,70.8,186,1,0,4.2,0,107.3,0,0,0,7.8,7.75,8.58,8.58,10.9,33,90,2.7,0,276,57,4.84,58,5.71,0,34:58:00,,2,15,5,43,7,58,17,,,,13,5,38.5,0,0,,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CIN,1991-12-22,42,29,443,5,22,3,0,Sun,16,17,,NWE,W 29-7,22,42,20,52.4,360,3,0,7.1,0,105.8,1,5,2.33,8.6,8.37,10,9.77,16.4,29,83,2.9,0,443,72,6.15,57,5.4,2,30:41:00,,5,25,9,76,14,101,22,,,,15,5,33.3,3,2,66.7,3,3,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
56,CIN,1991-12-15,26,26,195,5,13,1,0,Sun,15,16,@,PIT,L 10-17,14,26,12,53.8,120,0,2,0,7.7,34.9,1,5,3.7,4.6,4.44,1.15,1.11,8.6,26,75,2.9,0,195,53,3.68,65,5.02,2,27:31:00,,5,30,7,64,12,94,13,,,,13,2,15.4,0,0,,1,1,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0
57,CIN,1991-12-09,28,30,355,9,19,1,0,Mon,14,15,@,MIA,L 13-37,16,28,12,57.1,196,0,0,0,0,83.2,3,29,9.68,7,6.32,7,6.32,12.3,30,159,5.3,1,355,61,5.82,60,5.97,2,27:46:00,,9,48,7,70,16,118,19,,,,12,6,50,0,0,,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58,CIN,1991-12-01,30,24,251,5,15,3,0,Sun,13,14,,NYG,W 27-24,17,30,13,56.7,204,1,0,3.3,0,88.7,0,0,0,6.8,6.8,7.47,7.47,12,24,47,2,1,251,54,4.65,71,4.89,0,27:06:00,,5,35,10,71,15,106,15,,,,12,3,25,1,1,100,3,3,3,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
59,CIN,1991-11-24,31,33,279,9,21,2,0,Sun,12,13,,RAI,L 14-38,17,31,14,54.8,114,1,3,3.2,9.7,37.9,4,27,11.43,3.7,3.26,-0.03,-0.03,6.7,33,165,5,1,279,68,4.1,45,3.91,5,34:15:00,,9,58,6,66,15,124,21,,,,15,6,40,0,0,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
60,CIN,1991-11-17,28,25,198,6,17,1,0,Sun,11,12,@,PHI,L 10-17,17,28,11,60.7,124,1,3,3.6,10.7,51.3,6,53,17.65,4.4,3.65,0.32,0.26,7.3,25,74,3,0,198,59,3.36,63,4.21,4,26:37:00,,6,69,7,50,13,119,17,,,,12,4,33.3,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,Passing,,,,,,,,,,,,,,,,,,Rushing,,,,Tot. Off.,,,,,,,,Penalties,,,,,,First Downs,,,,Downs,,,,,,,PAT,,FG,,,,,,,,,,,,,,
Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
61,CIN,1991-11-10,43,24,406,8,25,3,0,Sun,10,11,,PIT,L 27-33 (OT),32,43,11,74.4,336,1,1,2.3,2.3,97.1,3,25,6.52,7.8,7.3,7.23,6.76,10.5,24,70,2.9,2,406,70,5.8,63,5.59,3,35:32:00,,8,65,5,40,13,105,25,,,,13,7,53.8,0,0,,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
62,CIN,1991-11-03,30,33,347,8,19,2,0,Sun,9,10,,CLE,W 23-21,18,30,12,60,185,2,1,6.7,3.3,86.1,0,0,0,6.2,6.17,6,6,10.3,33,162,4.9,0,347,63,5.51,61,5.95,1,30:34:00,,8,74,4,20,12,94,19,,,,16,8,50,0,0,,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
