Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
1,ARI,2002-12-29,33,19,207,6,18,1,0,Sun,16,17,@,DEN,L 7-37,16,33,17,48.5,123,1,1,3,3,59.3,3,30,8.33,3.7,3.42,2.97,2.72,7.7,19,84,4.4,0,207,55,3.76,58,7.76,2,26:33:00,2:57,6,36,8,53,14,89,18,6,8,4,10,4,40,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARI,2002-12-21,26,24,184,1,14,2,0,Sat,15,16,,SFO,L 14-17,16,26,10,61.5,76,2,1,7.7,3.8,80.4,5,33,16.13,2.9,2.45,2.73,2.29,4.8,24,108,4.5,0,184,55,3.35,73,4.9,2,25:41:00,2:53,1,15,4,30,5,45,14,7,5,2,13,7,53.8,0,0,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ARI,2002-12-15,27,31,378,8,20,4,0,Sun,14,15,@,STL,L 28-30,17,27,10,63,249,2,1,7.4,3.7,103.6,1,9,3.57,9.2,8.89,9.04,8.71,14.6,31,129,4.2,2,378,59,6.41,61,6,2,28:47:00,3:20,8,75,7,43,15,118,20,8,10,2,14,7,50,0,0,,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,ARI,2002-12-08,43,31,313,10,21,2,0,Sun,13,14,,DET,W 23-20 (OT),24,43,19,55.8,180,2,1,4.7,2.3,76.5,6,48,12.24,4.2,3.67,4.07,3.57,7.5,31,133,4.3,0,313,80,3.91,54,3.76,1,38:45:00,3:28,10,92,7,75,17,167,21,7,11,3,17,6,35.3,1,1,100,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
5,ARI,2002-12-01,43,15,122,6,10,0,0,Sun,12,13,@,KAN,L 0-49,18,43,25,41.9,96,0,4,0,9.3,11.1,5,37,10.42,2.2,2,-1.95,-1.75,5.3,15,26,1.7,0,122,63,1.94,64,7.45,4,26:25:00,3:06,6,50,4,51,10,101,10,1,7,2,16,5,31.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,ARI,2002-11-24,34,20,263,5,15,3,0,Sun,11,12,,OAK,L 20-41,16,34,18,47.1,131,2,2,5.9,5.9,54.2,2,14,5.56,3.9,3.64,2.38,2.25,8.2,20,132,6.6,1,263,56,4.7,83,6.27,3,23:43,3:25,5,35,13,105,18,140,15,5,7,3,12,2,16.7,1,1,100,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,ARI,2002-11-17,35,20,248,1,15,2,0,Sun,10,11,@,PHI,L 14-38,20,35,15,57.1,124,2,1,5.7,2.9,76.3,4,39,10.26,3.5,3.18,3.4,3.05,6.2,20,124,6.2,0,248,59,4.2,69,6.7,1,23:45,2:46,1,5,8,88,9,93,15,7,7,1,16,7,43.8,4,1,25,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ARI,2002-11-10,29,29,337,3,19,0,0,Sun,9,10,,SEA,L 6-27,17,29,12,58.6,226,0,2,0,6.9,54.7,0,0,0,7.8,7.79,4.69,4.69,13.3,29,111,3.8,0,337,58,5.81,68,5.97,5,27:16:00,2:50,3,20,4,34,7,54,19,6,11,2,10,5,50,0,0,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,ARI,2002-11-03,30,19,235,6,13,2,0,Sun,8,9,,STL,L 14-27,19,30,11,63.3,171,1,1,3.3,3.3,78.9,3,22,9.09,5.7,5.18,4.87,4.42,9,19,64,3.4,0,235,52,4.52,67,6.19,3,24:32:00,3:06,6,40,9,80,15,120,13,4,8,1,12,5,41.7,1,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10,ARI,2002-10-27,36,27,420,7,23,4,0,Sun,7,8,@,SFO,L 28-38,24,36,12,66.7,269,0,3,0,8.3,56,3,17,7.69,7.5,6.9,3.72,3.44,11.2,27,151,5.6,4,420,66,6.36,58,6.16,4,32:27:00,3:11,7,65,3,25,10,90,23,9,12,2,12,9,75,1,1,100,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,ARI,2002-10-20,46,38,380,2,22,0,0,Sun,6,7,,DAL,W 9-6 (OT),23,46,23,50,228,0,0,0,0,64.8,1,4,2.13,5,4.85,4.96,4.85,9.9,38,152,4,0,380,85,4.47,60,5.7,1,40:53:00,3:24,2,15,6,59,8,74,22,7,14,1,21,9,42.9,0,0,,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,ARI,2002-10-06,40,29,312,6,18,1,0,Sun,5,5,@,CAR,W 16-13,18,40,22,45,221,1,1,2.5,2.5,60.5,1,0,2.44,5.5,5.39,4.9,4.78,12.3,29,91,3.1,0,312,70,4.46,60,4.07,1,31:26:00,3:12,6,62,6,45,12,107,18,3,14,1,18,6,33.3,1,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,ARI,2002-09-29,32,36,263,5,18,3,0,Sun,4,4,,NYG,W 21-7,23,32,9,71.9,161,1,0,3.1,0,94.3,1,7,3.03,5,4.88,5.66,5.48,7,36,102,2.8,1,263,69,3.81,54,4.87,1,36:05:00,3:04,5,35,10,110,15,145,18,6,9,3,17,10,58.8,1,0,0,3,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14,ARI,2002-09-22,36,21,297,2,15,2,0,Sun,3,3,,SDG,L 15-23,16,36,20,44.4,200,2,2,5.6,5.6,61,3,29,7.69,5.6,5.13,4.17,3.85,12.5,21,97,4.6,0,297,60,4.95,67,4.31,3,25:43:00,3:08,2,25,8,80,10,105,15,3,8,4,16,7,43.8,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
15,ARI,2002-09-15,22,35,347,7,19,3,1,Sun,2,2,@,SEA,W 24-13,10,22,12,45.5,98,1,1,4.5,4.5,56.4,2,9,8.33,4.5,4.08,3.32,3.04,9.8,35,249,7.1,1,347,59,5.88,77,5.53,1,29:00:00,3:07,7,42,7,35,14,77,19,10,8,1,13,6,46.2,0,0,,3,3,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
16,ARI,2002-09-08,36,20,257,1,14,2,0,Sun,1,1,@,WAS,L 23-31,14,36,22,38.9,187,1,1,2.8,2.8,53.8,1,0,2.7,5.2,5.05,4.5,4.38,13.4,20,70,3.5,1,257,57,4.51,73,6.05,1,25:36:00,3:04,1,5,7,56,8,61,14,5,9,0,13,4,30.8,0,0,,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
17,ATL,2003-01-11,39,24,354,9,19,0,0,Sat,2,19,@,PHI,L 6-20,23,39,16,59,261,0,2,0,5.1,60.6,3,27,7.14,6.7,6.21,4.38,4.07,11.3,24,93,3.9,0,354,66,5.36,58,5.48,2,30:33:00,3:22,9,95,3,30,12,125,19,4,14,1,15,7,46.7,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
18,ATL,2003-01-04,25,44,309,3,21,3,0,Sat,1,18,@,GNB,W 27-7,13,25,12,52,117,1,0,4,0,78.2,0,0,0,4.7,4.68,5.48,5.48,9,44,192,4.4,1,309,69,4.48,63,4.59,0,36:04:00,2:57,3,20,3,15,6,35,21,13,7,1,17,8,47.1,0,0,,3,3,3,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0
19,ATL,2002-12-29,40,27,331,4,16,1,0,Sun,16,17,@,CLE,L 16-24,17,40,23,42.5,226,1,1,2.5,2.5,60.4,2,14,4.76,5.7,5.38,5.03,4.79,13.3,27,105,3.9,0,331,69,4.8,62,5.13,3,29:15:00,3:06,4,27,4,25,8,52,16,6,11,0,17,8,47.1,1,0,0,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20,ATL,2002-12-22,38,41,533,7,27,3,0,Sun,15,16,,DET,W 36-15,20,38,18,52.6,336,2,1,5.3,2.6,89.5,1,1,2.56,8.8,8.62,8.71,8.49,16.8,41,197,4.8,1,533,80,6.66,57,3.65,2,38:18:00,3:21,7,55,9,86,16,141,27,8,15,4,16,6,37.5,1,1,100,3,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
21,ATL,2002-12-15,38,35,373,11,21,3,1,Sun,14,15,,SEA,L 24-30 (OT),21,38,17,55.3,223,2,2,5.3,5.3,70.1,2,17,5,5.9,5.58,4.55,4.33,10.6,35,150,4.3,0,373,75,4.97,70,6.63,3,38:47:00,3:29,11,95,7,45,18,140,21,7,12,2,15,6,40,1,1,100,3,3,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1
22,ATL,2002-12-08,25,23,181,4,10,1,0,Sun,13,14,@,TAM,L 10-34,12,25,13,48,119,1,1,4,4,59.6,1,6,3.85,4.8,4.58,3.76,3.62,9.9,23,62,2.7,0,181,49,3.69,61,6.9,1,26:02:00,2:59,4,45,5,38,9,83,10,3,5,2,12,3,25,1,1,100,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,ATL,2002-12-01,28,29,379,5,19,4,0,Sun,12,13,@,MIN,W 30-24 (OT),11,28,17,39.3,152,1,1,3.6,3.6,57.6,2,21,6.67,5.4,5.07,4.54,4.23,13.8,29,227,7.8,3,379,59,6.42,81,4.56,3,25:40:00,3:45,5,34,10,95,15,129,19,9,9,1,10,3,30,0,0,,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,ATL,2002-11-24,25,47,426,6,25,6,0,Sun,11,12,@,CAR,W 41-0,20,25,5,80,277,3,0,12,0,152.4,0,0,0,11.1,11.08,13.48,13.48,13.9,47,149,3.2,2,426,72,5.92,48,2.54,1,39:48:00,2:55,6,65,5,39,11,104,25,10,13,2,14,7,50,2,0,0,6,6,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25,ATL,2002-11-17,23,37,292,9,22,3,0,Sun,10,11,,NOR,W 24-17,11,23,12,47.8,137,2,1,8.7,4.3,81.8,3,23,11.54,6,5.27,5.74,5.08,12.5,37,155,4.2,1,292,63,4.63,54,6.37,1,33:23:00,3:18,9,69,16,133,25,202,22,11,6,5,12,6,50,0,0,,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
