Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD,,"Rk,Team,Date,Att,Att,TO,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD"
175,DEN,2023-09-17,32,23,399,9,21,4,0,Sun,2,2,,WAS,L 33-35,18,32,14,56.3,277,3,1,9.4,3.1,107.3,7,31,17.95,8.7,7.1,9.13,7.49,15.4,23,122,5.3,1,399,62,6.44,66,5.88,2,26:15:00,3:19,9,58,8,71,17,129,21,10,8,3,12,4,33.3,2,2,100,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,
176,DEN,2023-09-10,34,22,260,10,22,2,0,Sun,1,1,,LVR,L 16-17,27,34,7,79.4,166,2,0,5.9,0,108,2,11,5.56,4.9,4.61,6.06,5.72,6.1,22,94,4.3,0,260,58,4.48,55,4.75,0,32:08:00,2:55,10,83,10,97,20,180,22,5,11,6,11,5,45.5,0,0,,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
177,DET,2024-01-07,32,23,381,4,19,4,0,Sun,17,18,,MIN,W 30-20,23,32,9,71.9,311,2,0,6.3,0,124.5,1,9,3.03,9.7,9.42,10.97,10.64,13.5,23,70,3,2,381,56,6.8,70,6.4,0,25:01:00,3:05,4,20,8,77,12,97,19,5,13,1,9,1,11.1,2,2,100,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
178,DET,2023-12-30,35,31,420,6,21,2,0,Sat,16,17,@,DAL,L 19-20,20,35,15,57.1,295,1,2,2.9,5.7,71.4,1,7,2.78,8.4,8.19,6.43,6.25,14.8,31,125,4,1,420,67,6.27,62,6.19,2,30:36:00,3:05,6,35,5,34,11,69,21,7,14,0,13,4,30.8,3,2,66.7,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,
179,DET,2023-12-24,40,36,389,9,28,4,0,Sun,15,16,@,MIN,W 30-24,30,40,10,75,246,1,0,2.5,0,99.7,1,11,2.44,6.2,6,6.65,6.49,8.2,36,143,4,3,389,77,5.05,51,7.65,1,38:22:00,3:15,9,52,8,64,17,116,28,9,16,3,12,6,50,2,2,100,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
180,DET,2023-12-16,34,28,448,2,29,6,0,Sat,14,15,,DEN,W 42-17,24,34,10,70.6,263,5,0,14.7,0,134.6,2,15,5.56,7.7,7.31,10.68,10.08,11,28,185,6.6,1,448,64,7,62,4.63,0,31:18:00,3:03,2,54,4,40,6,94,29,10,18,1,10,5,50,1,1,100,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
181,DET,2023-12-10,35,24,267,8,13,2,0,Sun,13,14,@,CHI,L 13-28,20,35,15,57.1,127,1,2,2.9,5.7,54.6,4,34,10.26,3.6,3.26,1.63,1.46,6.4,24,140,5.8,1,267,63,4.24,66,5.09,3,26:41:00,3:04,8,59,4,35,12,94,13,6,7,0,15,6,40,5,1,20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
182,DET,2023-12-03,25,30,347,6,18,4,0,Sun,12,13,@,NOR,W 33-28,16,25,9,64,205,2,0,8,0,117.6,1,8,3.85,8.2,7.88,9.8,9.42,12.8,30,142,4.7,2,347,56,6.2,67,5.4,0,27:50:00,3:09,6,45,6,50,12,95,18,7,9,2,13,6,46.2,0,0,,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,
183,DET,2023-11-23,44,31,464,7,25,3,0,Thu,11,12,,GNB,L 22-29,29,44,15,65.9,324,2,0,4.5,0,103.6,3,8,6.38,7.4,6.89,8.27,7.74,11.2,31,140,4.5,1,464,78,5.95,54,6.98,3,31:56:00,3:07,7,51,7,60,14,111,25,6,17,2,15,7,46.7,5,1,20,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,
184,DET,2023-11-19,35,22,338,5,23,4,0,Sun,10,11,,CHI,W 31-26,23,35,12,65.7,223,2,3,5.7,8.6,68.3,2,13,5.41,6.4,6.03,3.66,3.46,9.7,22,115,5.2,2,338,59,5.73,71,4.7,4,19:36,3:03,5,25,6,69,11,94,23,8,14,1,11,8,72.7,0,0,,4,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
185,DET,2023-11-12,33,31,533,4,23,5,0,Sun,9,10,@,LAC,W 41-38,23,33,10,69.7,333,2,0,6.1,0,122.4,0,0,0,10.1,10.09,11.3,11.3,14.5,31,200,6.5,3,533,64,8.33,68,6.19,0,30:34:00,2:58,4,44,3,36,7,80,23,8,13,2,13,4,30.8,5,4,80,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
186,DET,2023-10-30,37,43,486,5,29,2,0,Mon,8,8,,LVR,W 26-14,26,37,11,70.3,264,1,1,2.7,2.7,89,1,8,2.63,7.1,6.95,6.46,6.29,10.2,43,222,5.2,1,486,81,6,45,3.49,3,39:33:00,3:00,5,55,4,40,9,95,29,10,17,2,14,6,42.9,1,1,100,2,2,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,,
187,DET,2023-10-22,53,14,337,5,18,1,0,Sun,7,7,@,BAL,L 6-38,33,53,20,62.3,253,0,1,0,1.9,68.4,5,31,8.62,4.8,4.36,3.92,3.59,7.7,14,84,6,1,337,72,4.68,55,9.15,1,29:38:00,3:00,5,57,4,45,9,102,18,4,13,1,16,5,31.3,6,2,33.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
188,DET,2023-10-15,44,22,380,5,19,2,0,Sun,6,6,@,TAM,W 20-6,30,44,14,68.2,340,2,0,4.5,0,107.5,3,13,6.38,7.7,7.23,8.64,8.09,11.3,22,40,1.8,0,380,69,5.51,54,4.65,0,36:30:00,2:51,5,35,5,33,10,68,19,2,16,1,16,9,56.3,0,0,,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189,DET,2023-10-08,28,30,377,5,23,6,0,Sun,5,5,,CAR,W 42-24,20,28,8,71.4,218,3,0,10.7,0,132.4,2,18,6.67,7.8,7.27,9.93,9.27,10.9,30,159,5.3,3,377,60,6.28,65,5.26,0,31:15:00,3:08,5,35,7,45,12,80,23,11,11,1,10,4,40,2,1,50,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
190,DET,2023-09-28,28,43,401,8,25,4,0,Thu,4,4,@,GNB,W 34-20,19,28,9,67.9,190,1,1,3.6,3.6,86.9,2,20,6.67,6.8,6.33,5.89,5.5,10,43,211,4.9,3,401,73,5.49,53,4.34,1,37:58:00,3:04,8,70,4,31,12,101,25,13,11,1,17,7,41.2,2,2,100,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
191,DET,2023-09-24,33,31,358,10,18,2,0,Sun,3,3,,ATL,W 20-6,22,33,11,66.7,243,1,1,3,3,85.8,0,0,0,7.4,7.36,6.61,6.61,11,31,115,3.7,1,358,64,5.59,65,2.82,1,32:57:00,2:54,10,119,4,24,14,143,18,5,11,2,14,4,28.6,0,0,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
192,DET,2023-09-17,35,27,418,4,25,4,0,Sun,2,2,,SEA,L 31-37 (OT),28,35,7,80,316,3,1,8.6,2.9,121.8,2,7,5.41,9,8.54,9.46,8.95,11.3,27,102,3.8,1,418,64,6.53,67,5.87,3,30:48:00,3:05,4,24,9,80,13,104,25,5,17,3,11,6,54.5,3,1,33.3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
193,DET,2023-09-07,35,34,368,4,19,3,0,Thu,1,1,@,KAN,W 21-20,22,35,13,62.9,250,1,0,2.9,0,94.1,1,3,2.78,7.1,6.94,7.71,7.5,11.4,34,118,3.5,1,368,70,5.26,62,5.1,1,32:38:00,3:02,4,63,3,25,7,88,19,8,11,0,15,5,33.3,3,1,33.3,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
194,DET,2024-01-28,41,29,442,2,28,4,0,Sun,3,21,@,SFO,L 31-34,25,41,16,61,260,1,0,2.4,0,88.8,2,13,4.65,6.3,6.05,6.83,6.51,10.4,29,182,6.3,3,442,72,6.14,66,6.26,1,27:48:00,3:08,2,15,3,20,5,35,28,11,16,1,12,6,50,3,1,33.3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
195,DET,2024-01-21,43,26,391,3,26,4,0,Sun,2,20,,TAM,W 31-23,30,43,13,69.8,277,2,0,4.7,0,103.5,2,10,4.44,6.4,6.16,7.37,7.04,9.2,26,114,4.4,2,391,71,5.51,60,6.8,0,32:00:00,3:09,3,17,5,33,8,50,26,5,18,3,14,6,42.9,1,1,100,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
196,DET,2024-01-14,27,25,334,5,23,3,0,Sun,1,19,,LAR,W 24-23,22,27,5,81.5,255,1,0,3.7,0,121.8,3,22,10,9.4,8.5,10.19,9.17,11.6,25,79,3.2,2,334,55,6.07,55,7.73,0,29:55:00,2:46,5,34,4,36,9,70,23,6,16,1,9,3,33.3,1,1,100,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
197,GNB,2024-01-07,32,27,432,1,24,2,0,Sun,17,18,,CHI,W 17-9,27,32,5,84.4,308,2,0,6.3,0,128.6,1,8,3.03,9.6,9.33,10.88,10.55,11.4,27,124,4.6,0,432,60,7.2,46,4.17,1,31:24:00,2:35,1,5,1,10,2,15,24,10,14,0,10,7,70,0,0,,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
198,GNB,2023-12-31,34,39,470,4,28,4,0,Sun,16,17,@,MIN,W 33-10,25,34,9,73.5,293,3,0,8.8,0,128.7,0,0,0,8.6,8.62,10.38,10.38,11.7,39,177,4.5,1,470,73,6.44,52,4.06,1,37:32:00,2:57,4,32,6,27,10,59,28,9,17,2,14,9,64.3,1,0,0,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
199,GNB,2023-12-24,28,34,369,6,25,4,0,Sun,15,16,@,CAR,W 33-30,17,28,11,60.7,207,2,0,7.1,0,109.1,1,12,3.45,7.4,7.14,8.82,8.52,12.2,34,162,4.8,2,369,63,5.86,63,6.25,0,28:39:00,3:07,6,67,8,87,14,154,25,10,12,3,14,8,57.1,0,0,,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
200,GNB,2023-12-17,39,17,321,4,18,2,0,Sun,14,15,,TAM,L 20-34,29,39,10,74.4,261,2,0,5.1,0,111.5,2,23,4.88,6.7,6.37,7.72,7.34,9,17,60,3.5,0,321,58,5.53,60,7.53,1,30:53:00,2:48,4,31,4,52,8,83,18,4,13,1,12,6,50,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201,GNB,2023-12-11,39,25,326,4,19,2,0,Mon,13,14,@,NYG,L 22-24,25,39,14,64.1,203,1,1,2.6,2.6,76.7,2,15,4.88,5.2,4.95,4.56,4.34,8.1,25,123,4.9,1,326,66,4.94,55,6.67,3,31:06:00,3:07,4,39,5,47,9,86,19,6,12,1,14,5,35.7,1,1,100,2,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,
202,GNB,2023-12-03,36,25,382,7,24,3,0,Sun,12,13,,KAN,W 27-19,25,36,11,69.4,253,3,0,8.3,0,118.6,2,14,5.26,7,6.66,8.69,8.24,10.1,25,129,5.2,0,382,63,6.06,61,5.52,0,30:32:00,3:05,7,63,5,50,12,113,24,9,15,0,10,5,50,1,1,100,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
203,GNB,2023-11-23,32,22,377,7,17,4,0,Thu,11,12,@,DET,W 29-22,22,32,10,68.8,268,3,0,9.4,0,125.5,0,0,0,8.4,8.38,10.25,10.25,12.2,22,109,5,0,377,54,6.98,78,5.95,0,28:04:00,3:07,7,60,7,51,14,111,17,4,13,0,11,5,45.5,1,0,0,4,3,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,,
204,GNB,2023-11-19,40,28,397,7,23,3,0,Sun,10,11,,LAC,W 23-20,27,40,13,67.5,295,2,0,5,0,108.5,3,27,6.98,7.4,6.86,8.38,7.79,10.9,28,102,3.6,1,397,71,5.59,62,6.35,0,31:58:00,3:08,7,46,4,54,11,100,23,5,16,2,14,7,50,1,0,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
205,GNB,2023-11-12,40,24,399,5,17,2,0,Sun,9,10,@,PIT,L 19-23,21,40,19,52.5,283,2,2,5,5,71.8,1,6,2.44,7.1,6.9,5.83,5.68,13.5,24,116,4.8,0,399,65,6.14,60,5.4,2,29:27:00,3:08,5,32,3,27,8,59,17,3,13,1,16,8,50,2,2,100,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
206,GNB,2023-11-05,26,38,391,8,21,2,0,Sun,8,9,,LAR,W 20-3,20,26,6,76.9,207,1,0,3.8,0,115.5,4,21,13.33,8,6.9,8.73,7.57,10.4,38,184,4.8,1,391,68,5.75,55,3.4,2,35:16:00,3:05,8,57,5,36,13,93,21,10,10,1,14,7,50,1,1,100,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
207,GNB,2023-10-29,41,17,270,11,16,1,0,Sun,7,8,,MIN,L 10-24,24,41,17,58.5,196,1,1,2.4,2.4,72.1,4,33,8.89,4.8,4.36,4.17,3.8,8.2,17,74,4.4,0,270,62,4.35,69,5.01,1,23:38,3:08,11,99,7,35,18,134,16,1,14,1,14,5,35.7,4,1,25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
208,GNB,2023-10-22,32,29,331,7,20,2,0,Sun,6,7,@,DEN,L 17-19,22,32,10,68.8,194,2,1,6.3,3.1,92.4,0,0,0,6.1,6.06,5.91,5.91,8.8,29,137,4.7,0,331,61,5.43,55,6.16,1,31:37:00,2:59,7,56,8,60,15,116,20,5,13,2,14,6,42.9,2,2,100,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
209,GNB,2023-10-09,30,25,285,3,18,1,0,Mon,5,5,@,LVR,L 13-17,16,30,14,53.3,175,0,3,0,10,32.2,2,7,6.25,5.8,5.47,1.33,1.25,10.9,25,110,4.4,1,285,57,5,64,4.36,3,27:26:00,2:55,3,18,4,28,7,46,18,9,7,2,12,4,33.3,1,1,100,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
210,GNB,2023-09-28,36,12,230,4,15,2,0,Thu,4,4,,DET,L 20-34,23,36,13,63.9,203,1,2,2.8,5.6,69.9,5,43,12.2,5.6,4.95,3.69,3.24,8.8,12,27,2.3,1,230,53,4.34,73,5.49,2,22:02,3:04,4,31,8,70,12,101,15,2,9,4,11,3,27.3,1,1,100,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,
211,GNB,2023-09-24,44,26,340,11,21,2,0,Sun,3,3,,NOR,W 18-17,22,44,22,50,245,1,1,2.3,2.3,66.4,1,14,2.22,5.6,5.44,5,4.89,11.1,26,95,3.7,1,340,71,4.79,60,4.2,1,32:35:00,3:07,11,90,7,102,18,192,21,5,13,3,18,8,44.4,3,1,33.3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,
212,GNB,2023-09-17,25,21,224,7,17,3,0,Sun,2,2,@,ATL,L 24-25,14,25,11,56,140,3,0,12,0,113.5,1,11,3.85,5.6,5.38,8,7.69,10,21,84,4,0,224,47,4.77,78,5.72,0,23:45,3:13,7,40,6,110,13,150,17,4,10,3,9,3,33.3,1,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
213,GNB,2023-09-10,27,32,329,9,15,5,0,Sun,1,1,@,CHI,W 38-20,15,27,12,55.6,237,3,0,11.1,0,123.2,1,8,3.57,8.8,8.46,11,10.61,15.8,32,92,2.9,1,329,60,5.48,70,4.44,0,29:17:00,3:10,9,90,7,61,16,151,15,5,10,0,16,9,56.3,2,1,50,5,5,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,
214,GNB,2024-01-20,34,28,330,1,20,2,0,Sat,2,20,@,SFO,L 21-24,21,34,13,61.8,194,2,2,5.9,5.9,72.4,0,0,0,5.7,5.71,4.24,4.24,9.2,28,136,4.9,0,330,62,5.32,64,5.56,2,30:19:00,3:03,1,5,6,83,7,88,20,7,10,3,13,7,53.8,1,0,0,2,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,
215,GNB,2024-01-14,21,33,415,7,22,7,0,Sun,1,19,@,DAL,W 48-32,16,21,5,76.2,272,3,0,14.3,0,157.2,0,0,0,13,12.95,15.81,15.81,17,33,143,4.3,3,415,54,7.69,89,5.73,0,28:55:00,3:09,7,66,6,48,13,114,22,10,11,1,10,6,60,1,1,100,7,7,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
216,HOU,2024-01-06,26,28,306,11,16,3,0,Sat,17,18,@,IND,W 23-19,20,26,6,76.9,246,2,0,7.7,0,134.1,2,18,7.14,9.5,8.79,11,10.21,12.3,28,60,2.1,1,306,56,5.46,62,5.81,0,29:18:00,3:05,11,69,3,14,14,83,16,5,10,1,13,5,38.5,1,0,0,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
217,HOU,2023-12-31,32,28,312,1,20,2,0,Sun,16,17,,TEN,W 26-3,24,32,8,75,201,1,0,3.1,0,102.7,1,12,3.03,6.3,6.09,6.91,6.7,8.4,28,111,4,0,312,61,5.11,53,3.53,0,33:11:00,2:39,1,6,3,15,4,21,20,7,12,1,11,3,27.3,0,0,,2,2,2,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,,
218,HOU,2023-12-24,49,16,250,10,20,3,1,Sun,15,16,,CLE,L 22-36,26,49,23,53.1,178,2,2,4.1,4.1,60.8,3,33,5.77,3.6,3.42,2.61,2.46,6.8,16,72,4.5,0,250,68,3.68,75,5.57,2,26:26:00,3:20,10,76,9,55,19,131,20,3,13,4,15,5,33.3,3,1,33.3,3,2,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,,
219,HOU,2023-12-17,36,32,340,8,21,1,0,Sun,14,15,@,TEN,W 19-16 (OT),23,36,13,63.9,192,1,1,2.8,2.8,79.5,4,37,10,5.3,4.8,4.64,4.18,8.3,32,148,4.6,0,340,72,4.72,63,3.24,1,36:32:00,3:23,8,67,5,50,13,117,21,5,12,4,15,4,26.7,1,1,100,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,,
220,HOU,2023-12-10,28,19,135,4,10,1,0,Sun,13,14,@,NYJ,L 6-30,11,28,17,39.3,54,0,0,0,0,49,5,41,15.15,1.9,1.64,1.93,1.64,4.9,19,81,4.3,1,135,52,2.6,66,5.26,0,22:55,2:57,4,35,8,52,12,87,10,4,4,2,12,1,8.3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
221,HOU,2023-12-03,28,30,353,8,14,2,0,Sun,12,13,,DEN,W 22-17,17,28,11,60.7,264,1,0,3.6,0,108,5,28,15.15,9.4,8,10.14,8.61,15.5,30,89,3,1,353,63,5.6,59,4.78,0,33:04:00,3:09,8,81,2,8,10,89,14,5,8,1,16,4,25,1,1,100,2,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,
222,HOU,2023-11-26,36,18,352,7,19,3,0,Sun,11,12,,JAX,L 21-24,26,36,10,72.2,261,2,0,5.6,0,116,4,43,10,7.3,6.53,8.36,7.53,10,18,91,5.1,1,352,58,6.07,68,6.54,0,26:06:00,3:08,7,49,6,35,13,84,19,6,12,1,13,6,46.2,1,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
223,HOU,2023-11-19,38,25,419,3,22,3,0,Sun,10,11,,ARI,W 21-16,28,38,10,73.7,308,2,3,5.3,7.9,85.2,4,30,9.52,8.1,7.33,5.61,5.07,11,25,111,4.4,1,419,67,6.25,58,5.5,3,31:15:00,2:51,3,19,5,50,8,69,22,4,18,0,13,9,69.2,1,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
224,HOU,2023-11-12,39,34,544,7,28,3,0,Sun,9,10,@,CIN,W 30-27,23,39,16,59,356,1,1,2.6,2.6,87.1,1,0,2.5,9.1,8.9,8.49,8.28,15.5,34,188,5.5,2,544,74,7.35,60,6.33,3,31:30:00,3:10,7,50,4,63,11,113,28,10,16,2,13,4,30.8,1,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
225,HOU,2023-11-05,42,17,496,9,26,5,0,Sun,8,9,,TAM,W 39-37,30,42,12,71.4,443,5,0,11.9,0,147.8,3,27,6.67,10.5,9.84,12.93,12.07,14.8,17,53,3.1,0,496,62,8,63,5.27,1,28:40:00,3:24,9,115,9,90,18,205,26,2,22,2,11,3,27.3,1,1,100,5,1,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,
226,HOU,2023-10-29,24,30,229,10,16,2,0,Sun,7,8,@,CAR,L 13-15,16,24,8,66.7,119,0,0,0,0,81.9,2,21,7.69,5,4.58,4.96,4.58,7.4,30,110,3.7,2,229,56,4.09,61,3.67,1,29:31:00,2:57,10,70,3,20,13,90,16,6,10,0,12,5,41.7,1,1,100,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
227,HOU,2023-10-15,27,31,297,3,19,2,0,Sun,6,6,,NOR,W 20-13,13,27,14,48.1,177,2,1,7.4,3.7,82.2,2,22,6.9,6.6,6.1,6.37,5.93,13.6,31,120,3.9,0,297,60,4.95,78,5.51,1,28:27:00,3:05,3,29,7,83,10,112,19,7,9,3,11,4,36.4,0,0,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
228,HOU,2023-10-08,35,23,313,5,17,1,0,Sun,5,5,@,ATL,L 19-21,20,35,15,57.1,249,1,0,2.9,0,88.9,0,0,0,7.1,7.11,7.69,7.69,12.5,23,64,2.8,0,313,58,5.4,74,6.04,0,24:28:00,3:00,5,25,7,55,12,80,17,3,13,1,13,4,30.8,0,0,,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
229,HOU,2023-10-01,31,38,451,8,24,3,0,Sun,4,4,,PIT,W 30-6,17,31,14,54.8,312,3,0,9.7,0,122,0,0,0,10.1,10.06,12,12,18.4,38,139,3.7,0,451,69,6.54,56,4.02,0,32:35:00,2:57,8,63,2,18,10,81,24,9,14,1,12,6,50,1,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
230,HOU,2023-09-24,30,26,366,8,15,4,1,Sun,3,3,@,JAX,W 37-17,20,30,10,66.7,280,2,0,6.7,0,118.7,0,0,0,9.3,9.33,10.67,10.67,14,26,86,3.3,1,366,56,6.54,69,5.86,0,27:57:00,3:03,8,75,6,49,14,124,15,4,11,0,15,9,60,0,0,,4,4,4,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,,
231,HOU,2023-09-17,47,26,389,3,24,2,0,Sun,2,2,,IND,L 20-31,30,47,17,63.8,337,2,0,4.3,0,103.5,6,47,11.32,7.2,6.36,8.02,7.11,11.2,26,52,2,0,389,79,4.92,56,6.3,1,34:58:00,3:02,3,20,8,42,11,62,24,3,18,3,19,9,47.4,2,2,100,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
232,HOU,2023-09-10,44,23,268,9,18,0,0,Sun,1,1,@,BAL,L 9-25,28,44,16,63.6,196,0,0,0,0,78,5,46,10.2,4.5,4,4.45,4,7,23,72,3.1,0,268,72,3.72,58,4.57,1,29:05:00,3:16,9,88,13,106,22,194,18,1,13,4,18,7,38.9,4,1,25,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
233,HOU,2024-01-20,33,14,213,11,10,1,0,Sat,2,20,@,BAL,L 10-34,19,33,14,57.6,175,0,0,0,0,72.2,0,0,0,5.3,5.3,5.3,5.3,9.2,14,38,2.7,0,213,47,4.53,67,5.25,0,22:25,3:03,11,70,3,15,14,85,10,1,8,1,12,4,33.3,1,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
234,HOU,2024-01-13,22,22,356,3,14,6,0,Sat,1,19,,CLE,W 45-14,17,22,5,77.3,280,3,0,13.6,0,158.1,0,0,0,12.7,12.73,15.45,15.45,16.5,22,76,3.5,1,356,44,8.09,70,4.63,0,24:34:00,2:52,3,20,4,32,7,52,14,3,10,1,8,2,25,0,0,,6,6,6,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,,
235,IND,2024-01-06,24,37,360,3,21,1,0,Sat,17,18,,HOU,L 19-23,13,24,11,54.2,133,0,0,0,0,71.7,1,8,4,5.5,5.32,5.54,5.32,10.2,37,227,6.1,1,360,62,5.81,56,5.46,1,30:42:00,3:05,3,14,11,69,14,83,21,11,6,4,11,1,9.1,1,0,0,1,0,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
236,IND,2023-12-31,23,29,349,5,16,2,0,Sun,16,17,,LVR,W 23-20,15,23,8,65.2,215,1,0,4.3,0,111.5,1,9,4.17,9.3,8.96,10.22,9.79,14.3,29,134,4.6,1,349,53,6.58,74,5,0,26:16:00,2:58,5,52,7,54,12,106,16,8,7,1,13,6,46.2,1,1,100,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
237,IND,2023-12-24,37,25,262,4,20,1,0,Sun,15,16,@,ATL,L 10-29,20,37,17,54.1,170,0,1,0,2.7,58.5,6,31,13.95,4.6,3.95,3.38,2.91,8.5,25,92,3.7,1,262,68,3.85,64,6.34,1,30:36:00,2:57,4,29,4,35,8,64,20,4,14,2,14,5,35.7,3,1,33.3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
238,IND,2023-12-16,28,34,372,2,19,3,0,Sat,14,15,,PIT,W 30-13,18,28,10,64.3,202,3,0,10.7,0,123.4,3,13,9.68,7.2,6.52,9.36,8.45,11.2,34,170,5,0,372,65,5.72,54,4,0,33:20:00,2:58,2,10,8,101,10,111,19,9,8,2,15,6,40,2,1,50,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
