Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD,,"Rk,Team,Date,Att,Att,TO,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD"
47,BAL,2023-10-08,38,25,335,2,19,1,0,Sun,5,5,@,PIT,L 10-17,22,38,16,57.9,210,0,1,0,2.6,65.2,4,26,9.52,5.5,5,4.34,3.93,9.5,25,125,5,1,335,67,5,65,4.45,3,30:14:00,2:58,2,20,3,30,5,50,19,7,11,1,14,5,35.7,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
48,BAL,2023-10-01,19,33,296,8,16,4,0,Sun,4,4,@,CLE,W 28-3,15,19,4,78.9,165,2,0,10.5,0,142.5,3,21,13.64,8.7,7.5,10.79,9.32,11,33,131,4,2,296,55,5.38,65,2.55,1,29:50:00,3:02,8,92,7,42,15,134,16,7,8,1,12,4,33.3,1,1,100,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
49,BAL,2023-09-24,31,37,364,1,20,2,0,Sun,3,3,,IND,L 19-22 (OT),22,31,9,71,178,0,0,0,0,88.4,4,24,11.43,5.7,5.09,5.74,5.09,8.1,37,186,5,2,364,72,5.06,84,3.89,2,32:18:00,3:27,1,5,6,31,7,36,20,12,7,1,16,6,37.5,1,0,0,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
50,BAL,2023-09-17,33,37,415,6,26,3,0,Sun,2,2,@,CIN,W 27-24,24,33,9,72.7,237,2,0,6.1,0,112.8,0,0,0,7.2,7.18,8.39,8.39,9.9,37,178,4.8,1,415,70,5.93,57,4.95,0,33:04:00,3:01,6,56,5,30,11,86,26,11,12,3,14,9,64.3,0,0,,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,
51,BAL,2023-09-10,22,32,265,13,18,3,0,Sun,1,1,,HOU,W 25-9,17,22,5,77.3,155,0,1,0,4.5,79.5,4,14,15.38,7,5.96,5,4.23,9.1,32,110,3.4,3,265,58,4.57,72,3.72,2,30:55:00,3:16,13,106,9,88,22,194,18,7,8,3,15,8,53.3,0,0,,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
52,BAL,2024-01-28,37,16,336,8,16,1,0,Sun,2,21,,KAN,L 10-17,20,37,17,54.1,255,1,1,2.7,2.7,75.5,4,17,9.76,6.9,6.22,6.22,5.61,12.8,16,81,5.1,0,336,57,5.89,73,4.37,3,22:30,3:09,8,95,3,30,11,125,16,5,11,0,11,3,27.3,2,2,100,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
53,BAL,2024-01-20,22,42,352,3,22,4,0,Sat,1,20,,HOU,W 34-10,16,22,6,72.7,123,2,0,9.1,0,121.8,3,29,12,5.6,4.92,7.41,6.52,7.7,42,229,5.5,2,352,67,5.25,47,4.53,0,37:35:00,3:03,3,15,11,70,14,85,22,12,10,0,12,4,33.3,2,2,100,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,
54,BUF,2024-01-07,38,36,473,6,26,3,0,Sun,17,18,@,MIA,W 21-14,30,38,8,78.9,345,2,2,5.3,5.3,101.6,3,14,7.32,9.1,8.41,7.76,7.2,11.5,36,128,3.6,0,473,77,6.14,48,5.73,3,38:07:00,3:00,6,41,4,29,10,70,26,11,14,1,15,9,60,3,1,33.3,3,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
55,BUF,2023-12-31,30,37,281,4,19,3,0,Sun,16,17,,NWE,W 27-21,15,30,15,50,154,0,1,0,3.3,53.3,1,15,3.23,5.1,4.97,3.63,3.52,10.3,37,127,3.4,2,281,68,4.13,53,5.55,1,32:52:00,2:58,4,32,2,20,6,52,19,10,8,1,15,7,46.7,0,0,,3,3,3,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,,
56,BUF,2023-12-23,21,30,335,7,16,3,0,Sat,15,16,@,LAC,W 24-22,15,21,6,71.4,230,1,1,4.8,4.8,104.7,1,7,4.55,11,10.45,9.76,9.32,15.3,30,105,3.5,2,335,52,6.44,65,4.2,3,26:56:00,2:55,7,64,6,29,13,93,16,5,11,0,10,5,50,0,0,,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
57,BUF,2023-12-17,15,49,351,1,28,4,0,Sun,14,15,,DAL,W 31-10,7,15,8,46.7,85,1,0,6.7,0,89.3,1,9,6.25,5.7,5.31,7,6.56,12.1,49,266,5.4,3,351,65,5.4,57,3.42,0,35:05:00,2:43,1,15,5,48,6,63,28,20,5,3,9,5,55.6,0,0,,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
58,BUF,2023-12-10,42,28,327,4,21,2,0,Sun,13,14,@,KAN,W 20-17,23,42,19,54.8,209,1,1,2.4,2.4,68.8,3,24,6.67,5,4.64,4.38,4.09,9.1,28,118,4.2,1,327,73,4.48,62,5.58,1,35:21:00,3:16,4,35,7,45,11,80,21,8,12,1,15,6,40,1,1,100,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
59,BUF,2023-11-26,51,40,505,11,29,4,0,Sun,12,12,@,PHI,L 34-37 (OT),29,51,22,56.9,332,2,1,3.9,2,82.1,1,7,1.92,6.5,6.38,6.41,6.29,11.4,40,173,4.3,2,505,92,5.49,65,5.82,1,40:30:00,3:40,11,80,4,30,15,110,29,13,15,1,22,13,59.1,1,1,100,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
60,BUF,2023-11-19,32,38,393,8,22,3,0,Sun,11,11,,NYJ,W 32-6,20,32,12,62.5,263,3,1,9.4,3.1,108.2,1,12,3.03,8.2,7.97,8.69,8.42,13.2,38,130,3.4,0,393,71,5.54,54,2.87,1,36:51:00,3:23,8,77,5,35,13,112,22,9,10,3,13,5,38.5,1,1,100,3,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
61,BUF,2023-11-13,26,26,369,5,18,3,0,Mon,10,10,,DEN,L 22-24,15,26,11,57.7,177,1,2,3.8,7.7,59.3,0,0,0,6.8,6.81,4.12,4.12,11.8,26,192,7.4,2,369,52,7.1,71,4.23,4,22:39,3:10,5,63,10,61,15,124,18,12,6,0,8,3,37.5,1,0,0,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
62,BUF,2023-11-05,38,16,317,5,21,2,0,Sun,9,9,@,CIN,L 18-24,26,38,12,68.4,249,1,1,2.6,2.6,85.2,1,9,2.56,6.6,6.38,5.89,5.74,9.6,16,68,4.3,1,317,55,5.76,67,5.93,2,23:22,3:01,5,49,6,49,11,98,21,9,11,1,12,7,58.3,0,0,,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
63,BUF,2023-10-26,40,26,427,9,25,3,0,Thu,8,8,,TAM,W 24-18,31,40,9,77.5,312,2,1,5,2.5,106.7,2,12,4.76,7.8,7.43,7.68,7.31,10.1,26,115,4.4,1,427,68,6.28,62,4.87,1,31:57:00,3:07,9,86,11,74,20,160,25,8,16,1,13,7,53.8,1,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
64,BUF,2023-10-22,41,24,339,9,24,3,0,Sun,7,7,@,NWE,L 25-29,27,41,14,65.9,258,2,1,4.9,2.4,90,1,7,2.38,6.3,6.14,6.17,6.02,9.6,24,81,3.4,1,339,66,5.14,55,6.62,2,32:14:00,3:02,9,46,8,59,17,105,24,7,14,3,12,5,41.7,3,2,66.7,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
65,BUF,2023-10-15,30,29,297,7,22,2,0,Sun,6,6,,NYG,W 14-9,19,30,11,63.3,169,2,1,6.7,3.3,86.7,0,0,0,5.6,5.63,5.47,5.47,8.9,29,128,4.4,0,297,59,5.03,73,4.34,2,28:36:00,3:14,7,51,9,65,16,116,22,7,12,3,12,6,50,0,0,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
66,BUF,2023-10-08,40,14,388,11,18,3,0,Sun,5,5,,JAX,L 20-25,27,40,13,67.5,359,2,1,5,2.5,102,0,0,0,9,8.98,8.85,8.85,13.3,14,29,2.1,1,388,54,7.19,82,5.78,2,21:48,3:22,11,109,8,56,19,165,18,3,13,2,12,5,41.7,0,0,,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
67,BUF,2023-10-01,25,29,414,4,24,6,0,Sun,4,4,,MIA,W 48-20,21,25,4,84,310,4,0,16,0,158.3,2,10,7.41,12.4,11.48,15.6,14.44,14.8,29,104,3.6,2,414,56,7.39,58,6.78,0,30:22:00,3:09,4,20,8,98,12,118,24,8,14,2,10,5,50,0,0,,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
68,BUF,2023-09-24,32,33,386,6,20,4,0,Sun,3,3,@,WAS,W 37-3,20,32,12,62.5,218,1,1,3.1,3.1,79.9,0,0,0,6.8,6.81,6.03,6.03,10.9,33,168,5.1,2,386,65,5.94,51,4.51,1,34:39:00,2:54,6,45,2,15,8,60,20,10,10,0,15,9,60,1,0,0,4,4,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,,
69,BUF,2023-09-17,37,35,450,4,29,5,0,Sun,2,2,,LVR,W 38-10,31,37,6,83.8,267,3,0,8.1,0,124.5,2,7,5.13,7.2,6.85,8.84,8.38,8.6,35,183,5.2,2,450,74,6.08,39,6.15,0,40:04:00,2:49,4,30,2,30,6,60,29,10,17,2,13,7,53.8,4,3,75,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
70,BUF,2023-09-11,41,22,314,5,19,1,0,Mon,1,1,@,NYJ,L 16-22 (OT),29,41,12,70.7,217,1,3,2.4,7.3,62.7,5,19,10.87,5.3,4.72,2.49,2.22,7.5,22,97,4.4,0,314,68,4.62,53,5.45,4,33:08:00,2:58,5,40,2,10,7,50,19,8,11,0,13,5,38.5,0,0,,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,,
71,BUF,2024-01-21,39,39,368,5,27,3,0,Sun,2,20,,KAN,L 24-27,26,39,13,66.7,186,1,0,2.6,0,86.1,0,0,0,4.8,4.77,5.28,5.28,7.2,39,182,4.7,2,368,78,4.72,47,7.68,0,37:03:00,3:02,5,28,2,15,7,43,27,14,12,1,14,7,50,3,2,66.7,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
72,BUF,2024-01-15,30,34,368,2,24,4,0,Mon,1,19,,PIT,W 31-17,21,30,9,70,189,3,0,10,0,121.9,2,14,6.25,6.3,5.91,8.3,7.78,9,34,179,5.3,1,368,66,5.58,63,5.14,0,33:19:00,3:10,2,24,6,50,8,74,24,11,11,2,12,5,41.7,1,1,100,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
73,CAR,2024-01-07,18,29,199,3,11,0,0,Sun,17,18,,TAM,L 0-9,11,18,7,61.1,68,0,0,0,0,74.8,3,26,14.29,3.8,3.24,3.78,3.24,6.2,29,131,4.5,0,199,50,3.98,64,3.56,2,28:36:00,2:35,3,20,3,15,6,35,11,8,2,1,12,2,16.7,2,2,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
74,CAR,2023-12-31,32,15,124,3,7,0,0,Sun,16,17,@,JAX,L 0-26,19,32,13,59.4,67,0,1,0,3.1,53.1,6,45,15.79,2.1,1.76,0.69,0.58,3.5,15,57,3.8,0,124,53,2.34,62,5.11,1,26:31:00,2:49,3,24,1,15,4,39,7,2,5,0,13,1,7.7,6,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
75,CAR,2023-12-24,36,25,394,8,26,4,0,Sun,15,16,,GNB,L 30-33,23,36,13,63.9,298,2,0,5.6,0,110,2,14,5.26,8.3,7.84,9.39,8.89,13,25,96,3.8,2,394,63,6.25,63,5.86,0,31:21:00,3:07,8,87,6,67,14,154,26,8,14,4,13,6,46.2,2,1,50,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
76,CAR,2023-12-17,24,36,283,4,17,0,0,Sun,14,15,,ATL,W 9-7,18,24,6,75,154,0,0,0,0,93.6,3,13,11.11,6.4,5.7,6.42,5.7,8.6,36,129,3.6,0,283,63,4.49,51,4,0,33:56:00,2:45,4,35,4,25,8,60,17,8,7,2,15,5,33.3,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
77,CAR,2023-12-10,36,39,303,4,16,0,0,Sun,13,14,@,NOR,L 6-28,13,36,23,36.1,99,0,0,0,0,48,4,38,10,2.8,2.48,2.75,2.48,7.6,39,204,5.2,0,303,79,3.84,52,3.98,2,34:50:00,2:57,4,27,3,30,7,57,16,11,4,1,20,8,40,7,1,14.3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,
78,CAR,2023-12-03,31,34,282,7,15,2,0,Sun,12,13,@,TAM,L 18-21,15,31,16,48.4,149,0,1,0,3.2,52.9,4,29,11.43,4.8,4.26,3.35,2.97,9.9,34,133,3.9,2,282,69,4.09,58,5.55,1,33:42:00,3:08,7,62,5,36,12,98,15,7,7,1,15,3,20,3,1,33.3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
79,CAR,2023-11-26,31,32,258,4,19,1,0,Sun,11,12,@,TEN,L 10-17,18,31,13,58.1,162,0,0,0,0,76.5,4,32,11.43,5.2,4.63,5.23,4.63,9,32,96,3,1,258,67,3.85,53,4.98,1,33:49:00,3:01,4,35,8,53,12,88,19,8,7,4,16,6,37.5,3,2,66.7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
80,CAR,2023-11-19,29,23,187,8,13,1,0,Sun,10,11,,DAL,L 10-33,16,29,13,55.2,77,1,1,3.4,3.4,62.9,7,46,19.44,2.7,2.14,1.79,1.44,4.8,23,110,4.8,0,187,59,3.17,68,4.57,2,28:39:00,3:02,8,90,5,45,13,135,13,6,7,0,15,5,33.3,3,3,100,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
81,CAR,2023-11-09,38,16,213,5,12,1,0,Thu,9,10,@,CHI,L 13-16,21,38,17,55.3,170,0,0,0,0,68.4,3,15,7.32,4.5,4.15,4.47,4.15,8.1,16,43,2.7,0,213,57,3.74,70,4.21,0,26:29:00,2:53,5,45,7,44,12,89,12,4,6,2,15,3,20,3,3,100,1,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,,
82,CAR,2023-11-05,39,28,275,10,17,1,0,Sun,8,9,,IND,L 13-27,24,39,15,61.5,137,1,3,2.6,7.7,48.3,4,36,9.3,3.5,3.19,0.56,0.51,5.7,28,138,4.9,0,275,71,3.87,57,3.47,3,31:09:00,3:01,10,81,5,25,15,106,17,10,7,0,16,7,43.8,3,2,66.7,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,
83,CAR,2023-10-29,31,24,224,3,20,1,0,Sun,7,8,,HOU,W 15-13,22,31,9,71,180,1,0,3.2,0,103.6,6,55,16.22,5.8,4.86,6.45,5.41,8.2,24,44,1.8,0,224,61,3.67,56,4.09,0,30:29:00,2:57,3,20,10,70,13,90,20,3,11,6,14,5,35.7,2,1,50,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
84,CAR,2023-10-15,39,25,296,3,21,3,0,Sun,6,6,@,MIA,L 21-42,24,39,15,61.5,188,1,0,2.6,0,85.8,4,36,9.3,4.8,4.37,5.33,4.84,7.8,25,108,4.3,1,296,68,4.35,65,6.52,0,30:44:00,3:01,3,11,3,25,6,36,21,6,13,2,14,5,35.7,4,0,0,3,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
85,CAR,2023-10-08,41,23,342,7,26,3,0,Sun,5,5,@,DET,L 24-42,25,41,16,61,243,3,2,7.3,4.9,82.1,1,4,2.38,5.9,5.79,5.2,5.07,9.7,23,99,4.3,0,342,65,5.26,60,6.28,3,28:45:00,3:08,7,45,5,35,12,80,26,7,15,4,10,5,50,1,1,100,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
86,CAR,2023-10-01,32,31,232,6,20,1,0,Sun,4,4,,MIN,L 13-21,25,32,7,78.1,149,0,0,0,0,93.2,5,55,13.51,4.7,4.03,4.66,4.03,6,31,83,2.7,0,232,68,3.41,44,6.02,1,38:29:00,2:43,6,80,7,37,13,117,20,7,11,2,14,5,35.7,3,2,66.7,1,1,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,,
87,CAR,2023-09-24,58,14,378,13,23,3,0,Sun,3,3,@,SEA,L 27-37,34,58,24,58.6,334,2,0,3.4,0,88.4,3,27,4.92,5.8,5.48,6.45,6.13,9.8,14,44,3.1,1,378,75,5.04,71,5.99,0,29:32:00,3:35,13,82,8,82,21,164,23,3,17,3,19,10,52.6,1,0,0,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
88,CAR,2023-09-18,33,19,239,6,14,1,0,Mon,2,2,,NOR,L 17-20,22,33,11,66.7,139,1,0,3,0,87.1,4,14,10.81,4.2,3.76,4.82,4.3,6.3,19,100,5.3,0,239,56,4.27,74,4.61,1,27:11:00,3:07,6,35,3,32,9,67,14,4,8,2,14,4,28.6,1,1,100,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,
89,CAR,2023-09-10,38,32,281,9,20,1,0,Sun,1,1,@,ATL,L 10-24,20,38,18,52.6,127,1,2,2.6,5.3,48.8,2,19,5,3.3,3.18,1.5,1.43,6.4,32,154,4.8,0,281,72,3.9,48,4.6,3,34:41:00,3:06,9,66,6,43,15,109,20,9,9,2,14,5,35.7,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
90,CHI,2024-01-07,16,25,192,1,13,0,0,Sun,17,18,@,GNB,L 9-17,11,16,5,68.8,117,0,0,0,0,97.9,5,31,23.81,7.3,5.57,7.31,5.57,10.6,25,75,3,0,192,46,4.17,60,7.2,0,28:36:00,2:35,1,10,1,5,2,15,13,4,8,1,11,3,27.3,1,1,100,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
91,CHI,2023-12-31,32,37,432,5,22,4,0,Sun,16,17,,ATL,W 37-17,20,32,12,62.5,240,1,0,3.1,0,99.5,3,28,8.57,7.5,6.86,8.13,7.43,12,37,192,5.2,3,432,72,6,59,5.2,0,37:14:00,3:15,5,55,1,15,6,70,22,10,12,0,16,6,37.5,2,1,50,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
92,CHI,2023-12-24,27,39,420,5,22,3,0,Sun,15,16,,ARI,W 27-16,15,27,12,55.6,170,1,1,3.7,3.7,71.5,1,0,3.57,6.3,6.07,5.37,5.18,11.3,39,250,6.4,2,420,67,6.27,60,5.1,1,34:32:00,2:59,5,35,2,8,7,43,22,13,8,1,15,8,53.3,0,0,,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
93,CHI,2023-12-17,40,27,236,4,12,2,0,Sun,14,15,@,CLE,L 17-20,19,40,21,47.5,148,1,2,2.5,5,46.5,3,18,6.98,3.7,3.44,1.95,1.81,7.8,27,88,3.3,0,236,70,3.37,67,5.63,3,29:00:00,3:21,4,19,9,48,13,67,12,5,6,1,18,4,22.2,2,0,0,2,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,
94,CHI,2023-12-10,33,30,336,4,20,3,0,Sun,13,14,,DET,W 28-13,19,33,14,57.6,194,1,0,3,0,88.3,3,29,8.33,5.9,5.39,6.48,5.94,10.2,30,142,4.7,2,336,66,5.09,63,4.24,0,33:19:00,3:04,4,35,8,59,12,94,20,7,10,3,14,6,42.9,2,1,50,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,
95,CHI,2023-11-27,37,28,317,7,18,0,0,Mon,12,12,@,MIN,W 12-10,27,37,10,73,199,0,0,0,0,87.3,3,18,7.5,5.4,4.98,5.38,4.98,7.4,28,118,4.2,0,317,68,4.66,51,4.75,2,35:50:00,2:51,7,76,4,24,11,100,18,6,12,0,18,8,44.4,1,1,100,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
96,CHI,2023-11-19,23,46,334,6,25,2,0,Sun,11,11,@,DET,L 26-31,16,23,7,69.6,151,1,0,4.3,0,105.2,2,18,8,6.6,6.04,7.43,6.84,9.4,46,183,4,1,334,71,4.7,59,5.73,1,40:24:00,3:03,6,69,5,25,11,94,25,11,10,4,13,5,38.5,2,2,100,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
97,CHI,2023-11-09,33,37,295,7,21,1,0,Thu,10,10,,CAR,W 16-13,20,33,13,60.6,162,0,0,0,0,73,0,0,0,4.9,4.91,4.91,4.91,8.1,37,133,3.6,1,295,70,4.21,57,3.74,0,33:31:00,2:53,7,44,5,45,12,89,21,10,10,1,15,6,40,1,1,100,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,,
98,CHI,2023-11-05,30,32,368,8,20,2,0,Sun,9,9,@,NOR,L 17-24,18,30,12,60,212,2,3,6.7,10,65.3,2,8,6.25,7.1,6.63,3.9,3.66,11.8,32,156,4.9,0,368,64,5.75,62,4.85,5,30:40:00,3:01,8,71,1,5,9,76,20,7,13,0,12,6,50,1,1,100,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
99,CHI,2023-10-29,37,25,295,7,17,2,0,Sun,8,8,@,LAC,L 13-30,25,37,12,67.6,222,0,2,0,5.4,62,1,10,2.63,6,5.84,3.57,3.47,8.9,25,73,2.9,2,295,63,4.68,65,5.42,2,28:32:00,2:55,7,53,2,15,9,68,17,7,10,0,14,6,42.9,4,1,25,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
100,CHI,2023-10-22,29,38,323,9,23,4,0,Sun,7,7,,LVR,W 30-12,21,29,8,72.4,150,1,0,3.4,0,97.2,2,12,6.45,5.2,4.84,5.86,5.48,7.1,38,173,4.6,2,323,69,4.68,60,3.92,0,34:06:00,2:58,9,110,2,15,11,125,23,13,10,0,13,8,61.5,1,0,0,4,4,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,
101,CHI,2023-10-15,24,36,275,5,18,1,0,Sun,6,6,,MIN,L 13-19,16,24,8,66.7,113,0,2,0,8.3,47.4,5,28,17.24,4.7,3.9,0.96,0.79,7.1,36,162,4.5,1,275,65,4.23,55,4,3,35:11:00,2:55,5,29,5,63,10,92,18,9,8,1,14,6,42.9,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,
102,CHI,2023-10-05,29,32,451,3,18,4,0,Thu,5,5,@,WAS,W 40-20,15,29,14,51.7,273,4,0,13.8,0,125.3,3,9,9.38,9.4,8.53,12.17,11.03,18.2,32,178,5.6,0,451,64,7.05,66,5.88,0,30:04:00,3:04,3,35,1,5,4,40,18,9,9,0,15,7,46.7,1,1,100,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
103,CHI,2023-10-01,35,31,471,10,26,4,0,Sun,4,4,,DEN,L 28-31,28,35,7,80,300,4,1,11.4,2.9,132.7,4,35,10.26,8.6,7.69,9.57,8.59,10.7,31,171,5.5,0,471,70,6.73,48,6.48,2,33:49:00,2:55,10,91,7,39,17,130,26,7,17,2,12,6,50,3,1,33.3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
104,CHI,2023-09-24,22,26,203,6,11,1,0,Sun,3,3,@,KAN,L 10-41,11,22,11,50,87,1,1,4.5,4.5,58.7,3,12,12,4,3.48,2.82,2.48,7.9,26,116,4.5,0,203,51,3.98,75,6.08,2,23:47,2:55,6,32,3,15,9,47,11,6,5,0,12,4,33.3,2,1,50,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
105,CHI,2023-09-17,29,16,236,5,14,2,0,Sun,2,2,@,TAM,L 17-27,16,29,13,55.2,169,1,2,3.4,6.9,61.1,6,42,17.14,5.8,4.83,3.41,2.83,10.6,16,67,4.2,1,236,51,4.63,68,6.43,2,24:04:00,2:58,5,28,7,54,12,82,14,5,9,0,13,6,46.2,0,0,,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
106,CHI,2023-09-10,37,29,311,7,22,2,0,Sun,1,1,,GNB,L 20-38,24,37,13,64.9,189,1,1,2.7,2.7,78.2,4,27,9.76,5.1,4.61,4.43,4,7.9,29,122,4.2,1,311,70,4.44,60,5.48,2,30:43:00,3:10,7,61,9,90,16,151,22,8,12,2,13,3,23.1,2,1,50,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,
107,CIN,2024-01-07,28,30,328,1,22,4,0,Sun,17,18,,CLE,W 31-14,21,28,7,75,145,3,1,10.7,3.6,111.6,3,31,9.68,5.2,4.68,5.71,5.16,6.9,30,183,6.1,1,328,61,5.38,53,4.6,1,35:46:00,2:55,1,10,7,35,8,45,22,10,10,2,12,3,25,0,0,,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
108,CIN,2023-12-31,33,32,263,3,20,2,0,Sun,16,17,@,KAN,L 17-25,19,33,14,57.6,159,1,0,3,0,85,6,38,15.38,4.8,4.08,5.42,4.59,8.4,32,104,3.3,1,263,71,3.7,53,7.04,0,34:17:00,2:56,3,20,3,39,6,59,20,7,11,2,16,8,50,3,1,33.3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
109,CIN,2023-12-23,42,16,368,3,17,1,0,Sat,15,16,@,PIT,L 11-34,28,42,14,66.7,309,1,3,2.4,7.1,69,3,26,6.67,7.4,6.87,4.62,4.31,11,16,59,3.7,0,368,61,6.03,58,6.84,3,31:49:00,2:54,3,20,2,15,5,35,17,3,13,1,13,6,46.2,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
110,CIN,2023-12-16,42,22,378,3,22,3,0,Sat,14,15,,MIN,W 27-24 (OT),29,42,13,69,298,2,1,4.8,2.4,97.7,5,26,10.64,7.1,6.34,6.98,6.23,10.3,22,80,3.6,1,378,69,5.48,67,6.33,1,33:08:00,3:19,3,26,4,22,7,48,22,5,17,0,13,6,46.2,1,1,100,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
