Rk,Team,Date,Att,Att,Tot,Pen,1stD,TD,KRTD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,KRTD,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD
1,ARI,2013-12-29,49,22,482,3,19,2,0,Sun,16,17,,SFO,L 20-23,28,49,21,57.1,399,2,1,4.1,2,89.4,1,8,2,8.1,7.98,8.04,7.88,14.3,22,83,3.8,0,482,72,6.69,59,6.36,2,32:20:00,3:17,3,30,4,20,7,50,19,3,16,0,15,4,26.7,4,3,75,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ARI,2013-12-22,25,43,307,7,16,1,0,Sun,15,16,@,SEA,W 17-10,13,25,12,52,168,1,4,4,16,48.8,2,10,7.41,6.7,6.22,0.32,0.3,12.9,43,139,3.2,0,307,70,4.39,51,3.76,4,37:24:00,3:11,7,46,9,102,16,148,16,4,6,6,19,6,31.6,0,0,,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0
3,ARI,2013-12-15,30,36,360,9,24,4,0,Sun,14,15,@,TEN,W 37-34 (OT),20,30,10,66.7,215,1,0,3.3,0,100.8,2,16,6.25,7.2,6.72,7.83,7.34,10.8,36,145,4,2,360,68,5.29,80,5.75,0,30:58:00,3:14,9,69,3,16,12,85,24,11,12,1,12,6,50,0,0,,4,4,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0
4,ARI,2013-12-08,32,32,369,6,25,4,0,Sun,13,14,,STL,W 30-10,27,32,5,84.4,262,1,0,3.1,0,112.1,1,7,3.03,8.2,7.94,8.81,8.55,9.7,32,107,3.3,2,369,65,5.68,50,5.14,1,35:07:00,3:04,6,31,11,90,17,121,25,6,14,5,14,8,57.1,0,0,,4,4,4,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5,ARI,2013-12-01,41,22,350,6,24,3,0,Sun,12,13,@,PHI,L 21-24,24,41,17,58.5,260,3,2,7.3,4.9,85.6,5,42,10.87,6.3,5.65,5.61,5,10.8,22,90,4.1,0,350,68,5.15,73,4.21,3,30:39:00,3:08,6,55,5,48,11,103,24,6,15,3,12,4,33.3,2,1,50,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,ARI,2013-11-24,38,30,410,9,27,4,0,Sun,11,12,,IND,W 40-11,26,38,12,68.4,290,2,0,5.3,0,111.1,3,24,7.32,7.6,7.07,8.68,8.05,11.2,30,120,4,1,410,71,5.77,55,4.35,0,36:49:00,3:01,9,84,6,89,15,173,27,5,18,4,14,7,50,0,0,,4,4,4,5,4,0,0,0,0,0,1,0,0,1,0,0,0,0
7,ARI,2013-11-17,42,24,416,5,19,3,0,Sun,10,11,@,JAX,W 27-14,30,42,12,71.4,402,2,0,4.8,0,119,3,17,6.67,9.6,8.93,10.52,9.82,13.4,24,14,0.6,1,416,69,6.03,60,4.57,0,35:53:00,3:04,5,42,6,40,11,82,19,3,16,0,16,5,31.3,0,0,,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,ARI,2013-11-10,32,29,332,5,19,3,0,Sun,9,10,,HOU,W 27-24,20,32,12,62.5,235,2,1,6.3,3.1,93.4,1,6,3.03,7.3,7.12,7.19,6.97,11.8,29,97,3.3,0,332,62,5.35,67,3.51,3,31:08:00,3:17,5,29,7,53,12,82,19,6,12,1,10,3,30,0,0,,3,3,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0
9,ARI,2013-10-27,18,30,348,8,17,3,0,Sun,8,8,,ATL,W 27-13,13,18,5,72.2,147,2,1,11.1,5.6,116,3,25,14.29,8.2,7,7.89,6.76,11.3,30,201,6.7,1,348,51,6.82,79,3.7,1,25:41:00,3:15,8,52,10,55,18,107,17,5,9,3,10,3,30,0,0,,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10,ARI,2013-10-17,45,18,234,3,22,2,0,Thu,7,7,,SEA,L 22-34,30,45,15,66.7,204,1,2,2.2,4.4,70.4,7,54,13.46,4.5,3.92,2.98,2.58,6.8,18,30,1.7,1,234,70,3.34,64,5.38,2,32:20:00,3:23,3,22,10,70,13,92,22,2,16,4,15,5,33.3,2,1,50,2,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
